@relation BasicAgentAAtraining-data

@attribute ghostDirection1 {None,South,North,West,East}
@attribute ghostDirection2 {None,South,North,West,East}
@attribute ghostDirection3 {None,South,North,West,East}
@attribute ghostDirection4 {None,South,North,West,East}
@attribute aliveGhost{1111,1110,1100,1101,1011,1001,1010,1000,111,110,101,100,11,10,1,0}
@attribute distanceGhost1 NUMERIC
@attribute distanceGhost2 NUMERIC
@attribute distanceGhost3 NUMERIC
@attribute distanceGhost4 NUMERIC
@attribute minimap1 {W,E,G}
@attribute minimap2 {W,E,G}
@attribute minimap3 {W,E,G}
@attribute minimap4 {W,E,G}
@attribute minimap5 {W,E,G}
@attribute minimap6 {W,E,G}
@attribute minimap7 {W,E,G}
@attribute minimap8 {W,E,G}
@attribute minimap9 {W,E,G}
@attribute minimap10 {W,E,G}
@attribute minimap11 {W,E,G}
@attribute minimap12 {W,E,G}
@attribute minimap13 {W,E,G}
@attribute minimap14 {W,E,G}
@attribute minimap15 {W,E,G}
@attribute minimap16 {W,E,G}
@attribute minimap17 {W,E,G}
@attribute minimap18 {W,E,G}
@attribute minimap19 {W,E,G}
@attribute minimap20 {W,E,G}
@attribute minimap21 {W,E,G}
@attribute minimap22 {W,E,G}
@attribute minimap23 {W,E,G}
@attribute minimap24 {W,E,G}
@attribute minimap25 {W,E,G}
@attribute action{Stop,South,North,West,East}
@attribute nextScore NUMERIC

@data
West,None,None,East,110,7,1000,1000,10,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West,359
West,None,None,East,110,6,1000,1000,11,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West,358
West,None,None,East,110,5,1000,1000,12,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West,357
South,None,None,East,110,4,1000,1000,13,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,South,356
South,None,None,East,110,3,1000,1000,14,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West,355
East,None,None,East,110,4,1000,1000,15,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,North,354
East,None,None,East,110,5,1000,1000,14,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East,353
South,None,None,East,110,4,1000,1000,13,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,South,352
South,None,None,East,110,3,1000,1000,14,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East,351
West,None,None,East,110,4,1000,1000,13,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,North,350
West,None,None,East,110,5,1000,1000,12,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West,349
South,None,None,East,110,4,1000,1000,13,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,South,348
South,None,None,East,110,3,1000,1000,14,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West,347
East,None,None,East,110,4,1000,1000,15,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,North,346
East,None,None,East,110,5,1000,1000,14,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East,345
South,None,None,East,110,4,1000,1000,13,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,South,344
South,None,None,East,110,3,1000,1000,14,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East,343
West,None,None,East,110,4,1000,1000,13,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,North,342
West,None,None,East,110,5,1000,1000,12,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West,341
South,None,None,East,110,4,1000,1000,13,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,South,340
South,None,None,East,110,3,1000,1000,14,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West,339
East,None,None,East,110,4,1000,1000,15,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,North,338
East,None,None,East,110,5,1000,1000,14,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East,337
South,None,None,East,110,4,1000,1000,13,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,South,336
South,None,None,East,110,3,1000,1000,14,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East,335
West,None,None,East,110,4,1000,1000,13,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East,334
West,None,None,East,110,5,1000,1000,12,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East,333
South,None,None,East,110,6,1000,1000,11,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,North,332
West,None,None,East,110,7,1000,1000,10,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West,331
West,None,None,East,110,6,1000,1000,11,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West,330
West,None,None,East,110,5,1000,1000,12,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West,329
South,None,None,East,110,4,1000,1000,13,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,South,328
South,None,None,East,110,3,1000,1000,14,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West,327
East,None,None,East,110,4,1000,1000,15,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West,326
East,None,None,East,110,5,1000,1000,16,W,E,E,E,E,W,E,W,W,W,W,E,E,E,E,W,E,E,E,E,W,W,W,W,W,North,325
East,None,None,East,110,6,1000,1000,15,W,E,W,W,W,W,E,E,E,E,W,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East,324
East,None,None,East,110,5,1000,1000,14,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East,323
South,None,None,East,110,4,1000,1000,13,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,South,322
South,None,None,East,110,3,1000,1000,14,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West,321
East,None,None,East,110,4,1000,1000,15,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West,320
East,None,None,East,110,5,1000,1000,16,W,E,E,E,E,W,E,W,W,W,W,E,E,E,E,W,E,E,E,E,W,W,W,W,W,North,319
East,None,None,East,110,6,1000,1000,15,W,E,W,W,W,W,E,E,E,E,W,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East,318
East,None,None,East,110,5,1000,1000,14,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East,317
South,None,None,East,110,4,1000,1000,13,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,South,316
South,None,None,East,110,3,1000,1000,14,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West,315
East,None,None,East,110,4,1000,1000,15,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West,314
East,None,None,East,110,5,1000,1000,16,W,E,E,E,E,W,E,W,W,W,W,E,E,E,E,W,E,E,E,E,W,W,W,W,W,West,313
East,None,None,East,110,6,1000,1000,17,W,W,E,E,E,W,W,E,W,W,W,W,E,E,E,W,W,E,E,E,W,W,W,W,W,South,312
East,None,None,East,110,5,1000,1000,18,W,W,E,E,E,W,W,E,E,E,W,W,E,W,W,W,W,E,E,E,W,W,E,E,E,South,311
East,None,None,East,110,4,1000,1000,19,W,W,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,E,W,W,W,W,E,E,E,East,310
East,None,None,East,110,3,1000,1000,18,W,W,W,W,W,W,E,E,E,G,W,E,E,E,E,W,E,W,W,W,W,E,E,E,E,East,309
East,None,None,East,110,2,1000,1000,17,W,W,W,W,W,E,E,E,G,E,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,East,308
South,None,None,East,110,1,1000,1000,16,W,W,W,W,W,E,E,G,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,South,507
None,None,None,East,1110,1000,1000,1000,17,W,G,W,G,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East,506
None,None,None,East,1110,1000,1000,1000,16,G,W,G,W,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East,505
None,None,None,East,1110,1000,1000,1000,15,W,G,W,E,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East,504
None,None,None,East,1110,1000,1000,1000,14,G,W,E,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,E,East,503
None,None,None,East,1110,1000,1000,1000,13,W,E,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,E,W,East,502
None,None,None,East,1110,1000,1000,1000,12,E,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,E,W,W,East,501
None,None,None,East,1110,1000,1000,1000,11,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,E,W,W,W,East,500
None,None,None,East,1110,1000,1000,1000,10,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,East,499
None,None,None,East,1110,1000,1000,1000,9,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East,498
None,None,None,North,1110,1000,1000,1000,8,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,North,497
None,None,None,East,1110,1000,1000,1000,7,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,East,496
None,None,None,North,1110,1000,1000,1000,6,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,East,495
None,None,None,North,1110,1000,1000,1000,5,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,East,494
None,None,None,North,1110,1000,1000,1000,4,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,East,493
None,None,None,North,1110,1000,1000,1000,3,W,W,W,W,W,E,E,E,E,W,E,E,E,E,W,W,W,W,E,W,E,E,E,E,W,South,492
None,None,None,North,1110,1000,1000,1000,4,W,W,W,W,W,W,W,W,W,W,E,E,E,E,W,E,E,E,E,W,W,W,W,E,W,East,491
None,None,None,North,1110,1000,1000,1000,5,W,W,W,W,W,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,W,W,E,W,W,North,490
None,None,None,North,1110,1000,1000,1000,4,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,W,W,E,W,W,E,E,E,W,W,North,489
None,None,None,North,1110,1000,1000,1000,3,E,E,E,W,W,E,E,E,W,W,W,W,E,W,W,E,E,E,W,W,E,G,E,W,W,North,488
None,None,None,North,1110,1000,1000,1000,2,E,E,E,W,W,W,W,E,W,W,E,E,E,W,W,E,G,E,W,W,W,W,W,W,W,North,487
South,North,North,East,0,7,7,3,9,E,E,E,E,E,E,E,E,E,E,W,W,E,W,W,E,E,E,E,E,E,E,E,G,E,North,-1
South,North,North,East,0,7,7,1,8,E,E,E,E,E,W,W,E,W,W,E,E,E,E,E,E,E,G,E,E,W,W,W,W,W,North,198
South,West,None,East,10,7,7,1000,8,W,W,E,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West,197
West,West,None,East,10,5,7,1000,10,W,W,W,E,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West,196
West,South,None,East,10,4,7,1000,10,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West,195
South,West,None,East,10,4,5,1000,10,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,South,194
South,North,None,East,10,2,5,1000,11,E,E,G,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East,193
West,North,None,East,10,3,6,1000,10,E,G,E,E,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East,192
South,North,None,East,10,5,8,1000,8,E,E,E,E,E,W,W,W,E,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,North,191
South,West,None,East,10,7,7,1000,7,W,W,W,E,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West,190
West,West,None,East,10,7,6,1000,9,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West,189
West,South,None,East,10,5,6,1000,9,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West,188
West,West,None,East,10,5,4,1000,11,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West,187
West,West,None,East,10,5,2,1000,13,W,W,W,W,W,E,E,E,E,E,G,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West,186
East,West,None,East,10,5,2,1000,13,E,W,W,W,W,E,E,E,E,E,G,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West,185
East,South,None,East,10,5,2,1000,15,W,E,W,W,W,W,G,E,E,E,W,E,E,E,E,W,W,W,W,W,W,W,W,W,W,South,184
East,South,None,East,10,3,2,1000,14,W,E,E,G,E,W,G,W,W,W,W,E,E,E,E,W,E,E,E,E,W,W,W,W,W,West,183
East,South,None,East,10,5,2,1000,15,W,W,G,E,E,W,W,E,W,W,W,W,E,E,E,W,W,E,E,E,W,W,W,W,W,South,182
East,South,None,East,10,3,1,1000,15,W,W,E,G,E,W,W,G,E,E,W,W,E,W,W,W,W,E,E,E,W,W,E,E,E,South,381
East,None,None,East,110,2,1000,1000,16,W,W,W,W,W,W,W,E,G,E,W,W,E,E,E,W,W,E,W,W,W,W,E,E,E,East,580
None,None,None,East,1110,1000,1000,1000,14,W,W,W,W,W,W,E,E,E,E,W,E,E,E,E,W,E,W,W,W,W,E,E,E,E,East,579
None,None,None,East,1110,1000,1000,1000,12,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,East,578
None,None,None,East,1110,1000,1000,1000,11,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,East,577
None,None,None,East,1110,1000,1000,1000,11,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,East,576
None,None,None,East,1110,1000,1000,1000,11,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,East,575
None,None,None,East,1110,1000,1000,1000,11,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,East,574
None,None,None,East,1110,1000,1000,1000,9,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,E,W,E,E,E,E,E,East,573
None,None,None,East,1110,1000,1000,1000,9,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,E,W,W,E,E,E,E,E,East,572
None,None,None,East,1110,1000,1000,1000,7,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,E,W,W,W,E,E,E,E,E,East,571
None,None,None,East,1110,1000,1000,1000,6,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,East,570
None,None,None,East,1110,1000,1000,1000,6,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,East,569
None,None,None,East,1110,1000,1000,1000,6,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,East,568
None,None,None,East,1110,1000,1000,1000,4,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,East,567
None,None,None,North,1110,1000,1000,1000,4,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,G,E,East,566
None,None,None,North,1110,1000,1000,1000,4,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,East,565
None,None,None,North,1110,1000,1000,1000,4,W,W,W,W,W,E,E,E,E,W,E,E,E,E,W,W,W,W,E,W,E,E,E,E,W,East,564
None,None,None,North,1110,1000,1000,1000,4,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,W,W,E,W,W,E,E,E,W,W,North,563
None,None,None,North,1110,1000,1000,1000,2,E,E,E,W,W,E,E,E,W,W,W,W,E,W,W,G,E,E,W,W,E,E,E,W,W,North,562
North,West,North,North,0,19,14,18,6,W,W,W,W,W,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,W,W,E,W,W,North,-1
West,South,North,North,0,17,15,16,4,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,W,W,E,W,W,E,E,E,W,W,North,-2
South,South,North,North,0,19,15,15,4,E,E,E,W,W,E,E,E,W,W,W,W,E,W,W,G,E,E,W,W,E,E,E,W,W,North,-3
South,South,North,West,0,19,17,14,4,E,E,E,W,W,W,W,E,W,W,E,E,E,W,W,E,E,E,W,W,W,W,W,W,W,West,-4
South,South,West,North,0,17,16,12,3,E,E,E,E,W,W,W,W,E,W,E,E,E,E,W,G,E,E,E,W,W,W,W,W,W,North,-5
South,South,South,West,0,18,17,14,3,W,W,W,E,W,E,E,E,E,W,G,E,E,E,W,W,W,W,W,W,W,W,W,W,W,West,-6
South,South,South,West,0,18,17,14,3,W,W,W,W,E,E,E,E,E,E,G,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West,-7
South,South,South,South,0,18,17,13,2,W,W,W,W,W,E,G,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,South,192
South,South,North,None,1,17,15,13,1000,E,E,E,E,E,W,W,W,W,W,E,G,E,E,E,E,E,E,E,E,W,W,W,W,W,West,191
South,South,North,None,1,15,14,11,1000,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,North,190
South,South,West,None,1,15,15,9,1000,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West,189
South,South,West,None,1,13,13,7,1000,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West,188
South,South,West,None,1,12,13,5,1000,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West,187
South,South,West,None,1,10,13,4,1000,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West,186
South,South,South,None,1,9,12,4,1000,W,E,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,South,185
South,South,West,None,1,9,12,2,1000,E,E,E,E,E,W,E,W,W,W,G,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West,184
South,South,West,None,1,9,10,1,1000,E,E,E,E,E,W,W,E,W,W,E,G,E,E,E,E,E,E,E,E,W,W,W,W,W,West,383
South,South,None,None,11,8,8,1000,1000,E,E,E,E,E,W,W,W,E,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West,382
South,West,None,None,11,6,6,1000,1000,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West,381
South,North,None,None,11,6,6,1000,1000,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West,380
South,North,None,None,11,4,4,1000,1000,G,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West,379
West,North,None,None,11,4,3,1000,1000,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,G,E,E,E,E,W,W,W,W,W,North,378
West,West,None,None,11,4,1,1000,1000,W,W,W,W,W,E,E,E,E,E,E,G,E,E,E,W,W,W,W,W,W,W,W,W,W,West,577
West,None,None,None,111,4,1000,1000,1000,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West,576
West,None,None,None,111,4,1000,1000,1000,W,E,W,W,W,W,E,E,E,E,W,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West,575
East,None,None,None,111,4,1000,1000,1000,W,W,E,W,W,W,W,E,E,E,W,W,E,E,E,W,W,W,W,W,W,W,W,W,W,South,574
East,None,None,None,111,4,1000,1000,1000,W,W,E,E,G,W,W,E,W,W,W,W,E,E,E,W,W,E,E,E,W,W,W,W,W,East,573
South,None,None,None,111,2,1000,1000,1000,W,E,G,E,E,W,E,W,W,W,W,E,E,E,E,W,E,E,E,E,W,W,W,W,W,East,572
West,None,None,None,111,3,1000,1000,1000,E,G,E,E,E,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,North,571
South,None,None,None,111,3,1000,1000,1000,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East,570
West,None,None,None,111,4,1000,1000,1000,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,South,569
West,None,None,None,111,4,1000,1000,1000,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West,568
South,None,None,None,111,2,1000,1000,1000,E,E,G,E,E,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West,567
East,None,None,None,111,3,1000,1000,1000,W,E,E,G,E,W,E,W,W,W,W,E,E,E,E,W,E,E,E,E,W,W,W,W,W,North,566
East,None,None,None,111,4,1000,1000,1000,W,E,W,W,W,W,E,E,E,E,W,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East,565
South,None,None,None,111,3,1000,1000,1000,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,South,564
South,None,None,None,111,2,1000,1000,1000,E,E,G,E,E,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East,563
West,None,None,None,111,4,1000,1000,1000,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East,562
South,None,None,None,111,4,1000,1000,1000,G,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East,561
South,None,None,None,111,6,1000,1000,1000,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,North,560
South,None,None,None,111,6,1000,1000,1000,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West,559
West,None,None,None,111,6,1000,1000,1000,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West,558
South,None,None,None,111,4,1000,1000,1000,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,South,557
West,None,None,None,111,4,1000,1000,1000,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West,556
West,None,None,None,111,4,1000,1000,1000,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West,555
South,None,None,None,111,2,1000,1000,1000,W,E,G,E,E,W,E,W,W,W,W,E,E,E,E,W,E,E,E,E,W,W,W,W,W,West,554
East,None,None,None,111,3,1000,1000,1000,W,W,E,G,E,W,W,E,W,W,W,W,E,E,E,W,W,E,E,E,W,W,W,W,W,South,553
East,None,None,None,111,3,1000,1000,1000,W,W,E,E,E,W,W,E,E,G,W,W,E,W,W,W,W,E,E,E,W,W,E,E,E,South,552
East,None,None,None,111,3,1000,1000,1000,W,W,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,E,W,W,W,W,E,E,E,East,551
North,North,East,East,0,8,7,9,9,E,E,E,E,E,E,E,E,E,E,W,W,E,W,W,E,E,E,E,E,E,E,E,E,E,North,-1
West,North,East,East,0,7,5,7,9,E,E,E,E,E,W,W,E,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,North,-2
South,West,East,East,0,9,5,7,11,W,W,E,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West,-3
South,West,East,East,0,8,4,7,12,W,W,W,E,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West,-4
South,West,East,East,0,6,3,7,12,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West,-5
South,West,East,East,0,5,1,9,13,W,W,W,W,W,E,E,E,E,E,E,G,E,E,E,W,W,W,W,W,W,W,W,W,W,West,194
South,None,East,East,100,3,1000,9,15,W,W,W,W,W,G,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,South,193
North,None,East,East,100,3,1000,11,15,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,G,E,E,E,E,W,W,W,W,W,West,192
North,None,East,East,100,2,1000,12,15,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,G,E,E,E,W,W,W,W,W,North,191
South,None,East,East,100,2,1000,10,16,W,W,W,W,W,E,G,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West,190
East,None,East,East,100,2,1000,12,18,E,W,W,W,W,E,E,E,G,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,South,189
East,None,East,East,100,1,1000,10,18,E,E,E,E,E,E,W,W,W,W,E,E,E,G,E,E,E,E,E,E,W,W,W,W,W,East,388
None,None,East,East,1100,1000,1000,8,16,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East,387
None,None,East,East,1100,1000,1000,6,15,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East,386
None,None,East,East,1100,1000,1000,4,14,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East,385
None,None,East,East,1100,1000,1000,4,12,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East,384
None,None,East,East,1100,1000,1000,4,11,E,E,E,E,E,W,W,W,E,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East,383
None,None,East,East,1100,1000,1000,2,11,E,E,E,E,E,W,W,E,W,W,E,E,E,E,G,E,E,E,E,E,W,W,W,W,W,East,382
