@relation BasicAgentAAtraining-data-weka.filters.unsupervised.attribute.Remove-R36

@attribute ghostDirection1 {None,South,North,West,East}
@attribute ghostDirection2 {None,South,North,West,East}
@attribute ghostDirection3 {None,South,North,West,East}
@attribute ghostDirection4 {None,South,North,West,East}
@attribute aliveGhost {1111,1110,1100,1101,1011,1001,1010,1000,111,110,101,100,11,10,1,0}
@attribute distanceGhost1 numeric
@attribute distanceGhost2 numeric
@attribute distanceGhost3 numeric
@attribute distanceGhost4 numeric
@attribute minimap1 {W,E,G}
@attribute minimap2 {W,E,G}
@attribute minimap3 {W,E,G}
@attribute minimap4 {W,E,G}
@attribute minimap5 {W,E,G}
@attribute minimap6 {W,E,G}
@attribute minimap7 {W,E,G}
@attribute minimap8 {W,E,G}
@attribute minimap9 {W,E,G}
@attribute minimap10 {W,E,G}
@attribute minimap11 {W,E,G}
@attribute minimap12 {W,E,G}
@attribute minimap13 {W,E,G}
@attribute minimap14 {W,E,G}
@attribute minimap15 {W,E,G}
@attribute minimap16 {W,E,G}
@attribute minimap17 {W,E,G}
@attribute minimap18 {W,E,G}
@attribute minimap19 {W,E,G}
@attribute minimap20 {W,E,G}
@attribute minimap21 {W,E,G}
@attribute minimap22 {W,E,G}
@attribute minimap23 {W,E,G}
@attribute minimap24 {W,E,G}
@attribute minimap25 {W,E,G}
@attribute action {Stop,South,North,West,East}

@data
West,None,None,East,110,5,1000,1000,12,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
South,None,None,East,110,4,1000,1000,13,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,South
South,None,None,East,110,3,1000,1000,14,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
East,None,None,East,110,4,1000,1000,15,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,North
East,None,None,East,110,5,1000,1000,14,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
South,None,None,East,110,4,1000,1000,13,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,South
South,None,None,East,110,3,1000,1000,14,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
West,None,None,East,110,4,1000,1000,13,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,North
West,None,None,East,110,5,1000,1000,12,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
South,None,None,East,110,4,1000,1000,13,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,South
South,None,None,East,110,3,1000,1000,14,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
East,None,None,East,110,4,1000,1000,15,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,North
East,None,None,East,110,5,1000,1000,14,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
South,None,None,East,110,4,1000,1000,13,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,South
South,None,None,East,110,3,1000,1000,14,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
West,None,None,East,110,4,1000,1000,13,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
West,None,None,East,110,5,1000,1000,12,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
South,None,None,East,110,6,1000,1000,11,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,North
West,None,None,East,110,7,1000,1000,10,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
West,None,None,East,110,6,1000,1000,11,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
West,None,None,East,110,5,1000,1000,12,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
South,None,None,East,110,4,1000,1000,13,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,South
South,None,None,East,110,3,1000,1000,14,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
East,None,None,East,110,4,1000,1000,15,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
East,None,None,East,110,5,1000,1000,16,W,E,E,E,E,W,E,W,W,W,W,E,E,E,E,W,E,E,E,E,W,W,W,W,W,North
East,None,None,East,110,6,1000,1000,15,W,E,W,W,W,W,E,E,E,E,W,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
East,None,None,East,110,5,1000,1000,14,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
South,None,None,East,110,4,1000,1000,13,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,South
South,None,None,East,110,3,1000,1000,14,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
East,None,None,East,110,4,1000,1000,15,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
East,None,None,East,110,5,1000,1000,16,W,E,E,E,E,W,E,W,W,W,W,E,E,E,E,W,E,E,E,E,W,W,W,W,W,North
East,None,None,East,110,6,1000,1000,15,W,E,W,W,W,W,E,E,E,E,W,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
East,None,None,East,110,5,1000,1000,14,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
South,None,None,East,110,4,1000,1000,13,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,South
South,None,None,East,110,3,1000,1000,14,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
East,None,None,East,110,4,1000,1000,15,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
East,None,None,East,110,5,1000,1000,16,W,E,E,E,E,W,E,W,W,W,W,E,E,E,E,W,E,E,E,E,W,W,W,W,W,West
East,None,None,East,110,6,1000,1000,17,W,W,E,E,E,W,W,E,W,W,W,W,E,E,E,W,W,E,E,E,W,W,W,W,W,South
East,None,None,East,110,5,1000,1000,18,W,W,E,E,E,W,W,E,E,E,W,W,E,W,W,W,W,E,E,E,W,W,E,E,E,South
East,None,None,East,110,4,1000,1000,19,W,W,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,E,W,W,W,W,E,E,E,East
East,None,None,East,110,3,1000,1000,18,W,W,W,W,W,W,E,E,E,G,W,E,E,E,E,W,E,W,W,W,W,E,E,E,E,East
East,None,None,East,110,2,1000,1000,17,W,W,W,W,W,E,E,E,G,E,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,East
South,None,None,East,110,1,1000,1000,16,W,W,W,W,W,E,E,G,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,South
None,None,None,East,1110,1000,1000,1000,17,W,G,W,G,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
None,None,None,East,1110,1000,1000,1000,16,G,W,G,W,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
None,None,None,East,1110,1000,1000,1000,15,W,G,W,E,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
None,None,None,East,1110,1000,1000,1000,14,G,W,E,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,E,East
None,None,None,East,1110,1000,1000,1000,13,W,E,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,E,W,East
None,None,None,East,1110,1000,1000,1000,12,E,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,E,W,W,East
None,None,None,East,1110,1000,1000,1000,11,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,E,W,W,W,East
None,None,None,East,1110,1000,1000,1000,10,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,East
None,None,None,East,1110,1000,1000,1000,9,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
None,None,None,North,1110,1000,1000,1000,8,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,North
None,None,None,East,1110,1000,1000,1000,7,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,East
None,None,None,North,1110,1000,1000,1000,6,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,East
None,None,None,North,1110,1000,1000,1000,5,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,East
None,None,None,North,1110,1000,1000,1000,4,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,East
None,None,None,North,1110,1000,1000,1000,3,W,W,W,W,W,E,E,E,E,W,E,E,E,E,W,W,W,W,E,W,E,E,E,E,W,South
None,None,None,North,1110,1000,1000,1000,4,W,W,W,W,W,W,W,W,W,W,E,E,E,E,W,E,E,E,E,W,W,W,W,E,W,East
None,None,None,North,1110,1000,1000,1000,5,W,W,W,W,W,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,W,W,E,W,W,North
None,None,None,North,1110,1000,1000,1000,4,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,W,W,E,W,W,E,E,E,W,W,North
None,None,None,North,1110,1000,1000,1000,3,E,E,E,W,W,E,E,E,W,W,W,W,E,W,W,E,E,E,W,W,E,G,E,W,W,North
None,None,None,North,1110,1000,1000,1000,2,E,E,E,W,W,W,W,E,W,W,E,E,E,W,W,E,G,E,W,W,W,W,W,W,W,North
South,North,North,East,0,7,7,3,9,E,E,E,E,E,E,E,E,E,E,W,W,E,W,W,E,E,E,E,E,E,E,E,G,E,North
South,North,North,East,0,7,7,1,8,E,E,E,E,E,W,W,E,W,W,E,E,E,E,E,E,E,G,E,E,W,W,W,W,W,North
South,West,None,East,10,7,7,1000,8,W,W,E,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
West,West,None,East,10,5,7,1000,10,W,W,W,E,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
West,South,None,East,10,4,7,1000,10,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
South,West,None,East,10,4,5,1000,10,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,South
South,North,None,East,10,2,5,1000,11,E,E,G,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
West,North,None,East,10,3,6,1000,10,E,G,E,E,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
South,North,None,East,10,5,8,1000,8,E,E,E,E,E,W,W,W,E,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,North
South,West,None,East,10,7,7,1000,7,W,W,W,E,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
West,West,None,East,10,7,6,1000,9,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
West,South,None,East,10,5,6,1000,9,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
West,West,None,East,10,5,4,1000,11,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
West,West,None,East,10,5,2,1000,13,W,W,W,W,W,E,E,E,E,E,G,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
East,West,None,East,10,5,2,1000,13,E,W,W,W,W,E,E,E,E,E,G,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
East,South,None,East,10,5,2,1000,15,W,E,W,W,W,W,G,E,E,E,W,E,E,E,E,W,W,W,W,W,W,W,W,W,W,South
East,South,None,East,10,3,2,1000,14,W,E,E,G,E,W,G,W,W,W,W,E,E,E,E,W,E,E,E,E,W,W,W,W,W,West
East,South,None,East,10,5,2,1000,15,W,W,G,E,E,W,W,E,W,W,W,W,E,E,E,W,W,E,E,E,W,W,W,W,W,South
East,South,None,East,10,3,1,1000,15,W,W,E,G,E,W,W,G,E,E,W,W,E,W,W,W,W,E,E,E,W,W,E,E,E,South
East,None,None,East,110,2,1000,1000,16,W,W,W,W,W,W,W,E,G,E,W,W,E,E,E,W,W,E,W,W,W,W,E,E,E,East
None,None,None,East,1110,1000,1000,1000,14,W,W,W,W,W,W,E,E,E,E,W,E,E,E,E,W,E,W,W,W,W,E,E,E,E,East
None,None,None,East,1110,1000,1000,1000,12,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,East
None,None,None,East,1110,1000,1000,1000,11,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,East
None,None,None,East,1110,1000,1000,1000,11,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,East
None,None,None,East,1110,1000,1000,1000,11,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,East
None,None,None,East,1110,1000,1000,1000,11,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,East
None,None,None,East,1110,1000,1000,1000,9,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,E,W,E,E,E,E,E,East
None,None,None,East,1110,1000,1000,1000,9,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,E,W,W,E,E,E,E,E,East
None,None,None,East,1110,1000,1000,1000,7,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,E,W,W,W,E,E,E,E,E,East
None,None,None,East,1110,1000,1000,1000,6,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,East
None,None,None,East,1110,1000,1000,1000,6,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,East
None,None,None,East,1110,1000,1000,1000,6,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,East
None,None,None,East,1110,1000,1000,1000,4,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,East
None,None,None,North,1110,1000,1000,1000,4,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,G,E,East
None,None,None,North,1110,1000,1000,1000,4,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,East
None,None,None,North,1110,1000,1000,1000,4,W,W,W,W,W,E,E,E,E,W,E,E,E,E,W,W,W,W,E,W,E,E,E,E,W,East
None,None,None,North,1110,1000,1000,1000,4,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,W,W,E,W,W,E,E,E,W,W,North
None,None,None,North,1110,1000,1000,1000,2,E,E,E,W,W,E,E,E,W,W,W,W,E,W,W,G,E,E,W,W,E,E,E,W,W,North
North,West,North,North,0,19,14,18,6,W,W,W,W,W,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,W,W,E,W,W,North
West,South,North,North,0,17,15,16,4,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,W,W,E,W,W,E,E,E,W,W,North
South,South,North,North,0,19,15,15,4,E,E,E,W,W,E,E,E,W,W,W,W,E,W,W,G,E,E,W,W,E,E,E,W,W,North
South,South,North,West,0,19,17,14,4,E,E,E,W,W,W,W,E,W,W,E,E,E,W,W,E,E,E,W,W,W,W,W,W,W,West
South,South,West,North,0,17,16,12,3,E,E,E,E,W,W,W,W,E,W,E,E,E,E,W,G,E,E,E,W,W,W,W,W,W,North
South,South,South,West,0,18,17,14,3,W,W,W,E,W,E,E,E,E,W,G,E,E,E,W,W,W,W,W,W,W,W,W,W,W,West
South,South,South,West,0,18,17,14,3,W,W,W,W,E,E,E,E,E,E,G,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
South,South,South,South,0,18,17,13,2,W,W,W,W,W,E,G,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,South
South,South,North,None,1,17,15,13,1000,E,E,E,E,E,W,W,W,W,W,E,G,E,E,E,E,E,E,E,E,W,W,W,W,W,West
South,South,North,None,1,15,14,11,1000,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,North
South,South,West,None,1,15,15,9,1000,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
South,South,West,None,1,13,13,7,1000,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
South,South,West,None,1,12,13,5,1000,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
South,South,West,None,1,10,13,4,1000,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
South,South,South,None,1,9,12,4,1000,W,E,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,South
South,South,West,None,1,9,12,2,1000,E,E,E,E,E,W,E,W,W,W,G,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
South,South,West,None,1,9,10,1,1000,E,E,E,E,E,W,W,E,W,W,E,G,E,E,E,E,E,E,E,E,W,W,W,W,W,West
South,South,None,None,11,8,8,1000,1000,E,E,E,E,E,W,W,W,E,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
South,West,None,None,11,6,6,1000,1000,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
South,North,None,None,11,6,6,1000,1000,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
South,North,None,None,11,4,4,1000,1000,G,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
West,North,None,None,11,4,3,1000,1000,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,G,E,E,E,E,W,W,W,W,W,North
West,West,None,None,11,4,1,1000,1000,W,W,W,W,W,E,E,E,E,E,E,G,E,E,E,W,W,W,W,W,W,W,W,W,W,West
West,None,None,None,111,4,1000,1000,1000,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
West,None,None,None,111,4,1000,1000,1000,W,E,W,W,W,W,E,E,E,E,W,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
East,None,None,None,111,4,1000,1000,1000,W,W,E,W,W,W,W,E,E,E,W,W,E,E,E,W,W,W,W,W,W,W,W,W,W,South
East,None,None,None,111,4,1000,1000,1000,W,W,E,E,G,W,W,E,W,W,W,W,E,E,E,W,W,E,E,E,W,W,W,W,W,East
South,None,None,None,111,2,1000,1000,1000,W,E,G,E,E,W,E,W,W,W,W,E,E,E,E,W,E,E,E,E,W,W,W,W,W,East
West,None,None,None,111,3,1000,1000,1000,E,G,E,E,E,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,North
South,None,None,None,111,3,1000,1000,1000,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
West,None,None,None,111,4,1000,1000,1000,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,South
West,None,None,None,111,4,1000,1000,1000,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
South,None,None,None,111,2,1000,1000,1000,E,E,G,E,E,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
East,None,None,None,111,3,1000,1000,1000,W,E,E,G,E,W,E,W,W,W,W,E,E,E,E,W,E,E,E,E,W,W,W,W,W,North
East,None,None,None,111,4,1000,1000,1000,W,E,W,W,W,W,E,E,E,E,W,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
South,None,None,None,111,3,1000,1000,1000,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,South
South,None,None,None,111,2,1000,1000,1000,E,E,G,E,E,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
West,None,None,None,111,4,1000,1000,1000,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
South,None,None,None,111,4,1000,1000,1000,G,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
South,None,None,None,111,6,1000,1000,1000,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,North
South,None,None,None,111,6,1000,1000,1000,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
West,None,None,None,111,6,1000,1000,1000,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
South,None,None,None,111,4,1000,1000,1000,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,South
West,None,None,None,111,4,1000,1000,1000,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
West,None,None,None,111,4,1000,1000,1000,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
South,None,None,None,111,2,1000,1000,1000,W,E,G,E,E,W,E,W,W,W,W,E,E,E,E,W,E,E,E,E,W,W,W,W,W,West
East,None,None,None,111,3,1000,1000,1000,W,W,E,G,E,W,W,E,W,W,W,W,E,E,E,W,W,E,E,E,W,W,W,W,W,South
East,None,None,None,111,3,1000,1000,1000,W,W,E,E,E,W,W,E,E,G,W,W,E,W,W,W,W,E,E,E,W,W,E,E,E,South
East,None,None,None,111,3,1000,1000,1000,W,W,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,E,W,W,W,W,E,E,E,East
North,North,East,East,0,8,7,9,9,E,E,E,E,E,E,E,E,E,E,W,W,E,W,W,E,E,E,E,E,E,E,E,E,E,North
West,North,East,East,0,7,5,7,9,E,E,E,E,E,W,W,E,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,North
South,West,East,East,0,9,5,7,11,W,W,E,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
South,West,East,East,0,8,4,7,12,W,W,W,E,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
South,West,East,East,0,6,3,7,12,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
South,West,East,East,0,5,1,9,13,W,W,W,W,W,E,E,E,E,E,E,G,E,E,E,W,W,W,W,W,W,W,W,W,W,West
South,None,East,East,100,3,1000,9,15,W,W,W,W,W,G,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,South
North,None,East,East,100,3,1000,11,15,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,G,E,E,E,E,W,W,W,W,W,West
North,None,East,East,100,2,1000,12,15,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,G,E,E,E,W,W,W,W,W,North
South,None,East,East,100,2,1000,10,16,W,W,W,W,W,E,G,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
East,None,East,East,100,2,1000,12,18,E,W,W,W,W,E,E,E,G,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,South
East,None,East,East,100,1,1000,10,18,E,E,E,E,E,E,W,W,W,W,E,E,E,G,E,E,E,E,E,E,W,W,W,W,W,East
None,None,East,East,1100,1000,1000,8,16,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
None,None,East,East,1100,1000,1000,6,15,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
None,None,East,East,1100,1000,1000,4,14,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
None,None,East,East,1100,1000,1000,4,12,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
None,None,East,East,1100,1000,1000,4,11,E,E,E,E,E,W,W,W,E,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
None,None,East,East,1100,1000,1000,2,11,E,E,E,E,E,W,W,E,W,W,E,E,E,E,G,E,E,E,E,E,W,W,W,W,W,East
None,None,East,East,1100,1000,1000,1,10,E,E,E,E,E,W,E,W,W,W,E,E,E,G,E,E,E,E,E,E,W,W,W,W,W,East
None,None,None,East,1110,1000,1000,1000,9,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
None,None,None,East,1110,1000,1000,1000,7,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
None,None,None,East,1110,1000,1000,1000,6,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
None,None,None,East,1110,1000,1000,1000,6,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
None,None,None,East,1110,1000,1000,1000,5,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
None,None,None,East,1110,1000,1000,1000,4,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
None,None,None,South,1110,1000,1000,1000,4,E,E,E,E,W,W,W,W,E,W,E,E,E,E,W,E,E,E,E,W,W,W,W,W,W,East
None,None,None,South,1110,1000,1000,1000,3,E,E,E,W,W,W,W,E,W,W,E,E,E,W,W,E,E,E,W,W,W,W,W,W,W,South
North,North,East,East,0,8,4,15,20,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,E,E,E,E,E,South
North,North,East,East,0,9,5,16,21,W,E,W,E,W,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,West
North,North,East,East,0,8,6,17,22,E,W,E,W,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,W,E,E,W,W,W,North
North,North,East,East,0,7,5,16,21,W,W,W,W,W,E,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,E,E,E,E,East
North,North,East,East,0,8,4,15,20,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,E,E,E,E,E,South
North,North,East,East,0,9,5,16,21,W,E,W,E,W,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,West
North,North,East,East,0,8,6,17,22,E,W,E,W,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,W,E,E,W,W,W,North
