@relation 'BasicAgentAAtraining-data-weka.filters.unsupervised.attribute.Remove-R10,40-43,45-weka.filters.unsupervised.attribute.Remove-R35-38'

@attribute ghostVector1x numeric
@attribute ghostVector1y numeric
@attribute ghostVector2x numeric
@attribute ghostVector2y numeric
@attribute ghostVector3x numeric
@attribute ghostVector3y numeric
@attribute ghostVector4x numeric
@attribute ghostVector4y numeric
@attribute aliveGhost {1111,1110,1100,1101,1011,1001,1010,1000,111,110,101,100,11,10,1,0}
@attribute minimap1 {W,E,G}
@attribute minimap2 {W,E,G}
@attribute minimap3 {W,E,G}
@attribute minimap4 {W,E,G}
@attribute minimap5 {W,E,G}
@attribute minimap6 {W,E,G}
@attribute minimap7 {W,E,G}
@attribute minimap8 {W,E,G}
@attribute minimap9 {W,E,G}
@attribute minimap10 {W,E,G}
@attribute minimap11 {W,E,G}
@attribute minimap12 {W,E,G}
@attribute minimap13 {W,E,G}
@attribute minimap14 {W,E,G}
@attribute minimap15 {W,E,G}
@attribute minimap16 {W,E,G}
@attribute minimap17 {W,E,G}
@attribute minimap18 {W,E,G}
@attribute minimap19 {W,E,G}
@attribute minimap20 {W,E,G}
@attribute minimap21 {W,E,G}
@attribute minimap22 {W,E,G}
@attribute minimap23 {W,E,G}
@attribute minimap24 {W,E,G}
@attribute minimap25 {W,E,G}
@attribute action {Stop,South,North,West,East}

@data
-5,-4,-8,-1,-5,-4,5,0,10,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
-6,-4,-10,-1,-6,-4,4,0,10,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
-8,-4,-12,-1,-8,-4,3,0,10,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
-9,-3,-13,-1,-9,-3,1,0,10,W,W,W,W,W,E,E,E,E,E,E,E,E,G,E,W,W,W,W,W,W,W,W,W,W,East
-9,-3,-14,0,-9,-3,-9,-3,11,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,South
-9,-3,-14,1,-9,-3,-9,-3,11,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
-8,-2,-12,1,-8,-2,-8,-2,11,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
-7,-2,-11,0,-7,-2,-7,-2,11,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
-7,-2,-10,1,-7,-2,-7,-2,11,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
-6,-2,-10,1,-6,-2,-6,-2,11,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
-5,-3,-8,1,-5,-3,-5,-3,11,E,E,E,E,E,W,E,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
-3,-3,-6,1,-3,-3,-3,-3,11,E,E,E,E,E,W,W,E,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,South
-4,-2,-6,1,-4,-2,-4,-2,11,E,E,E,E,E,E,E,E,E,E,W,W,E,W,W,E,E,E,E,E,E,E,E,E,E,South
-4,-1,-7,2,-4,-1,-4,-1,11,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,E,W,W,E,E,E,E,E,South
-4,1,-7,4,-4,1,-4,1,11,G,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,E,W,W,West
-3,1,-7,4,-3,1,-3,1,11,W,G,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,E,W,North
-3,0,-6,3,-3,0,-3,0,11,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,E,W,E,E,E,E,E,West
-2,-1,-5,3,-2,-1,-2,-1,11,W,W,W,W,W,G,E,E,E,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,South
-2,1,-6,4,-2,1,-2,1,11,G,W,G,W,W,W,W,W,W,W,E,E,E,E,E,G,E,E,E,E,W,W,W,W,E,West
0,1,-5,4,0,1,0,1,11,W,G,W,G,W,W,W,W,W,W,E,E,E,E,E,E,E,G,E,E,W,W,W,W,W,North
-5,2,-5,2,-5,2,-5,2,1011,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,West
-4,2,-4,2,-4,2,-4,2,1011,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,West
-3,2,-3,2,-3,2,-3,2,1011,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,West
-2,2,-2,2,-2,2,-2,2,1011,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,G,E,E,E,E,West
0,2,0,2,0,2,0,2,1011,W,W,W,W,W,W,E,E,E,E,W,E,E,E,E,W,E,W,W,W,W,E,G,E,E,West
0,2,0,2,0,2,0,2,1011,W,W,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,E,W,W,W,W,G,E,E,North
1,1,1,1,1,1,1,1,1011,W,W,E,E,E,W,W,E,E,E,W,W,E,W,W,W,W,E,G,E,W,W,E,E,E,North
2,0,2,0,2,0,2,0,1011,W,W,E,E,E,W,W,E,W,W,W,W,E,E,G,W,W,E,E,E,W,W,W,W,W,East
2,0,2,0,2,0,2,0,1011,W,E,E,E,E,W,E,W,W,W,W,E,E,E,G,W,E,E,E,E,W,W,W,W,W,East
-17,2,-14,0,-14,4,-2,4,0,W,W,W,W,W,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,W,W,E,W,W,North
-17,1,-14,-1,-15,3,-2,3,0,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,W,W,E,W,W,E,E,E,W,W,North
-17,1,-14,-2,-15,1,-3,2,0,E,E,E,W,W,E,E,E,W,W,W,W,E,W,W,E,E,E,W,W,E,E,E,W,W,North
-17,0,-14,-2,-15,1,-3,0,0,E,E,E,W,W,W,W,E,W,W,E,E,E,W,W,E,E,E,W,W,W,W,W,W,W,West
-16,-1,-13,-2,-13,1,-2,0,0,E,E,E,E,W,W,W,W,E,W,G,E,E,E,W,E,E,E,E,W,W,W,W,W,W,West
-15,-2,-13,-2,-13,1,-1,1,0,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,E,G,E,E,E,W,W,W,W,W,North
-15,-2,-12,-3,-13,-1,-1,-1,0,W,W,W,W,E,E,G,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
-14,-2,-12,-3,-12,-1,-1,-1,0,W,W,W,W,W,E,G,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,South
-14,-2,-13,-2,-11,0,-1,0,0,E,E,E,E,E,W,W,W,W,W,E,G,E,E,E,E,E,E,E,E,W,W,W,W,W,West
-13,-1,-11,-2,-10,1,-1,0,0,E,E,E,E,E,W,W,W,W,W,E,G,E,E,E,E,E,E,E,E,W,W,W,W,W,West
-12,-2,-10,-2,-9,1,0,1,0,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,G,E,E,W,W,W,W,W,North
-12,-3,-11,-3,-9,-1,-1,0,0,W,W,W,W,W,E,E,E,E,E,E,G,E,E,E,W,W,W,W,W,W,W,W,W,W,West
-11,-4,-10,-3,-8,0,0,-1,0,W,W,W,W,W,E,E,G,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,South
-10,-3,-9,-2,-9,1,1,0,0,E,E,E,E,E,W,W,W,W,W,E,E,E,G,E,E,E,E,E,E,W,W,W,W,W,East
-11,-3,-11,-2,-10,0,1,0,0,E,E,E,E,E,W,W,W,W,W,E,E,E,G,E,E,E,E,E,E,W,W,W,W,W,East
-13,-3,-12,-3,-11,1,-13,-3,1,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,North
-13,-4,-12,-4,-12,0,-13,-4,1,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
-12,-4,-10,-4,-12,0,-12,-4,1,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
-11,-4,-8,-4,-11,0,-11,-4,1,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
-10,-4,-7,-3,-10,0,-10,-4,1,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,South
-10,-3,-6,-2,-10,1,-10,-3,1,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
-9,-2,-6,-2,-9,1,-9,-2,1,E,E,E,E,E,W,E,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
-8,-2,-5,-3,-7,1,-8,-2,1,E,E,E,E,E,W,W,E,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,South
-8,-1,-4,-2,-8,2,-8,-1,1,E,E,E,E,E,E,E,E,E,E,W,W,E,W,W,E,E,E,E,E,E,E,E,E,E,South
-8,-1,-4,-1,-7,3,-8,-1,1,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,E,W,W,E,E,E,E,E,South
-7,0,-4,0,-6,4,-7,0,1,G,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,E,W,W,West
-6,1,-3,0,-5,4,-6,1,1,W,G,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,E,W,West
-5,0,-1,0,-5,4,-5,0,1,E,W,G,W,W,W,W,W,W,W,E,G,E,E,E,E,E,E,E,E,W,W,W,W,E,West
-4,0,-4,0,-4,4,-4,0,101,W,E,W,G,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
-4,0,-4,0,-2,4,-4,0,101,G,W,E,W,G,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
-3,1,-3,1,0,4,-3,1,101,W,G,W,E,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,North
-3,1,-3,1,0,3,-3,1,101,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,East
-4,0,-4,0,-1,2,-4,0,101,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,G,E,E,E,East
-5,1,-5,1,-2,3,-5,1,101,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,East
-6,0,-6,0,-4,3,-6,0,101,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,South
-6,0,-6,0,-4,4,-6,0,101,E,W,G,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,E,West
-5,0,-5,0,-3,4,-5,0,101,W,E,W,G,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
-4,0,-4,0,-2,4,-4,0,101,G,W,E,W,G,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
-2,0,-2,0,0,4,-2,0,101,W,G,W,E,W,W,W,W,W,W,G,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
2,4,2,4,2,4,2,4,1101,G,W,G,W,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,North
2,3,2,3,2,3,2,3,1101,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,East
1,2,1,2,1,2,1,2,1101,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,G,E,East
0,2,0,2,0,2,0,2,1101,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,G,E,E,East
-2,2,-2,2,-2,2,-2,2,1101,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,G,E,E,E,E,South
-2,4,-2,4,-2,4,-2,4,1101,W,E,W,G,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
0,4,0,4,0,4,0,4,1101,G,W,E,W,G,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,North
0,2,0,2,0,2,0,2,1101,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,G,E,E,West
1,3,1,3,1,3,1,3,1101,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,South
1,3,1,3,1,3,1,3,1101,W,G,W,E,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
-1,3,-1,3,-1,3,-1,3,1101,G,W,E,W,G,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,North
0,2,0,2,0,2,0,2,1101,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,G,E,E,West
1,2,1,2,1,2,1,2,1101,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,G,E,South
2,3,2,3,2,3,2,3,1101,W,G,W,E,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
1,3,1,3,1,3,1,3,1101,G,W,E,W,G,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,North
1,3,1,3,1,3,1,3,1101,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,East
-1,3,-1,3,-1,3,-1,3,1101,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,South
-2,4,-2,4,-2,4,-2,4,1101,W,E,W,G,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
-2,4,-2,4,-2,4,-2,4,1101,G,W,E,W,G,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,North
-1,3,-1,3,-1,3,-1,3,1101,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,West
0,2,0,2,0,2,0,2,1101,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,G,E,E,South
0,4,0,4,0,4,0,4,1101,W,G,W,E,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
1,4,1,4,1,4,1,4,1101,G,W,G,W,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,North
1,2,1,2,1,2,1,2,1101,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,E,E,E,G,E,East
0,2,0,2,0,2,0,2,1101,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,G,E,E,East
0,2,0,2,0,2,0,2,1101,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,G,E,E,East
-1,3,-1,3,-1,3,-1,3,1101,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,East
-2,2,-2,2,-2,2,-2,2,1101,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,E,G,E,E,E,E,South
-3,3,-3,3,-3,3,-3,3,1101,E,W,G,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,E,West
-2,3,-2,3,-2,3,-2,3,1101,W,E,W,G,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,North
-3,2,-3,2,-3,2,-3,2,1101,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,West
-2,2,-2,2,-2,2,-2,2,1101,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,G,E,E,E,E,West
-1,2,-1,2,-1,2,-1,2,1101,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,G,E,E,E,West
0,3,0,3,0,3,0,3,1101,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,West
1,3,1,3,1,3,1,3,1101,W,W,W,W,W,W,E,E,E,E,W,E,E,E,E,W,E,W,W,W,W,E,E,E,E,South
1,4,1,4,1,4,1,4,1101,W,G,W,G,W,W,W,W,W,W,W,E,E,E,E,W,E,E,E,E,W,E,W,W,W,East
-1,4,-1,4,-1,4,-1,4,1101,G,W,G,W,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,North
-2,3,-2,3,-2,3,-2,3,1101,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,West
0,3,0,3,0,3,0,3,1101,W,W,W,W,W,W,E,E,E,E,W,E,E,E,E,W,E,W,W,W,W,E,E,E,E,West
0,3,0,3,0,3,0,3,1101,W,W,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,E,W,W,W,W,E,E,E,North
-7,1,-5,2,7,2,8,1,0,E,E,E,E,E,E,E,E,E,E,W,W,E,W,W,E,E,E,E,E,E,E,E,E,E,North
-7,0,-4,1,7,0,8,0,0,E,E,E,E,E,W,W,E,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,North
-6,-1,-3,0,7,0,8,0,0,W,W,E,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
-4,-1,-2,0,9,0,9,0,0,W,W,W,E,W,E,E,E,E,E,G,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
-3,0,-1,0,10,-1,9,0,0,W,W,W,W,E,E,E,E,E,E,E,G,E,E,E,W,W,W,W,W,W,W,W,W,W,West
-2,0,-2,0,12,-1,10,-1,100,W,W,W,W,W,E,E,E,E,E,G,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
13,-2,13,-2,13,-2,11,0,1100,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,South
13,-1,13,-1,13,-1,11,1,1100,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
12,-1,12,-1,12,-1,11,1,1100,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
11,-1,11,-1,11,-1,10,1,1100,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
10,-1,10,-1,10,-1,10,1,1100,E,E,E,E,E,W,W,W,E,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
9,0,9,0,9,0,9,1,1100,E,E,E,E,E,W,W,E,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
8,0,8,0,8,0,7,1,1100,E,E,E,E,E,W,E,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
6,0,6,0,6,0,7,1,1100,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
5,0,5,0,5,0,6,0,1100,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
5,0,5,0,5,0,4,0,1100,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
4,0,4,0,4,0,3,1,1100,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
3,0,3,0,3,0,3,1,1100,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
2,1,2,1,2,1,2,1,1100,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,G,W,W,W,W,W,East
1,1,1,1,1,1,1,1,1100,E,E,E,E,W,W,W,W,E,W,E,E,E,E,W,E,E,E,G,W,W,W,W,W,W,North
1,-1,1,-1,1,-1,1,-1,1110,W,W,W,E,W,E,E,E,G,W,E,E,E,E,W,W,W,W,W,W,W,W,W,W,W,East
-3,5,0,4,11,4,15,5,0,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,E,E,E,E,E,West
-2,5,1,4,12,4,16,5,0,W,W,W,W,W,E,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,E,E,E,E,West
-1,5,2,4,13,4,17,5,0,W,W,W,W,W,W,E,E,E,E,W,E,E,E,E,W,E,E,W,W,W,E,E,E,E,North
-1,4,2,3,13,3,17,4,0,W,E,E,E,E,W,E,E,E,E,W,E,E,W,W,W,E,E,E,E,W,E,E,W,W,North
-1,3,2,2,13,2,17,3,0,W,E,E,E,E,W,E,E,W,W,W,E,E,E,E,W,E,E,W,W,W,E,E,E,G,North
-1,2,2,1,13,1,17,2,0,W,E,E,W,W,W,E,E,E,E,W,E,E,W,W,W,E,E,E,G,W,G,E,E,E,North
-1,1,2,0,13,0,17,1,0,W,E,E,E,E,W,E,E,W,W,W,E,E,E,G,W,G,E,E,E,W,W,W,W,W,North
-1,0,2,-1,13,-1,17,0,0,W,E,E,W,W,W,E,E,E,G,W,G,E,E,E,W,W,W,W,W,W,W,W,W,W,West
3,-1,3,-1,14,-1,18,0,1000,W,W,E,E,W,W,W,E,E,E,W,W,E,E,E,W,W,W,W,W,W,W,W,W,W,South
3,0,3,0,14,0,18,1,1000,W,W,E,E,E,W,W,E,E,W,W,W,E,E,E,W,W,E,E,E,W,W,W,W,W,East
2,0,2,0,13,0,17,1,1000,W,E,E,E,E,W,E,E,W,W,W,E,E,E,G,W,E,E,E,E,W,W,W,W,W,East
1,0,1,0,12,0,16,1,1000,E,E,E,E,E,E,E,W,W,W,E,E,E,G,W,E,E,E,E,E,W,W,W,W,W,East
11,0,11,0,11,0,15,1,1100,E,E,E,E,E,E,W,W,W,E,E,E,E,W,E,E,E,E,E,E,W,W,W,W,W,North
11,-1,11,-1,11,-1,15,0,1100,E,W,W,W,E,E,E,E,W,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
10,-1,10,-1,10,-1,14,0,1100,W,W,W,E,E,E,E,W,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
9,-1,9,-1,9,-1,13,0,1100,W,W,E,E,E,E,W,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
8,-1,8,-1,8,-1,12,0,1100,W,E,E,E,E,W,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
7,-1,7,-1,7,-1,11,0,1100,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
6,-1,6,-1,6,-1,10,0,1100,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
5,-1,5,-1,5,-1,9,0,1100,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
4,-1,4,-1,4,-1,8,0,1100,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
3,-1,3,-1,3,-1,7,0,1100,E,E,E,E,W,E,E,E,E,W,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
2,-1,2,-1,2,-1,6,0,1100,E,E,E,W,W,E,E,E,W,G,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
1,-1,1,-1,1,-1,5,0,1100,E,E,W,W,W,E,E,W,G,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
0,-1,0,-1,0,-1,4,0,1100,E,W,W,W,E,E,W,G,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,South
4,1,4,1,4,1,4,1,1110,E,E,E,E,E,E,W,W,W,E,E,W,E,E,E,E,E,E,E,E,W,W,W,W,W,East
3,1,3,1,3,1,3,1,1110,E,E,E,E,E,W,W,W,E,E,W,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
2,1,2,1,2,1,2,1,1110,E,E,E,E,E,W,W,E,E,E,E,E,E,E,E,E,E,E,E,G,W,W,W,W,W,East
1,1,1,1,1,1,1,1,1110,E,E,E,E,W,W,E,E,E,W,E,E,E,E,W,E,E,E,G,W,W,W,W,W,W,North
-6,-2,-6,2,5,2,6,-2,0,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
-7,-2,-7,2,4,2,5,-2,0,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
-8,-2,-8,2,3,2,4,-2,0,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,E,E,E,E,W,East
-9,-2,-9,2,2,2,3,-2,0,E,E,E,E,W,E,E,E,E,W,E,E,E,E,E,E,E,E,W,W,E,E,E,W,G,North
-9,-3,-9,1,2,1,3,-3,0,E,E,E,E,W,E,E,E,E,E,E,E,E,W,W,E,E,E,W,G,E,E,E,E,E,North
-9,-4,-9,0,2,0,3,-4,0,E,E,E,E,E,E,E,E,W,W,E,E,E,W,G,E,E,E,E,E,W,W,W,W,W,West
-8,-4,-8,0,3,0,4,-4,0,E,E,E,E,E,E,E,E,E,W,E,E,E,E,W,E,E,E,E,E,W,W,W,W,W,North
-8,-5,-8,-1,3,-1,4,-5,0,E,E,E,E,W,E,E,E,E,W,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
-9,-5,-9,-1,2,-1,3,-5,0,E,E,E,W,W,E,E,E,W,G,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
-10,-5,-10,-1,1,-1,2,-5,0,E,E,W,W,W,E,E,W,G,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
-11,-5,-11,-1,0,-1,1,-5,0,E,W,W,W,E,E,W,G,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,South
-11,-4,-11,0,-11,-4,1,-4,10,E,E,E,E,E,E,W,W,W,E,E,W,E,E,E,E,E,E,E,E,W,W,W,W,W,East
-12,-4,-12,0,-12,-4,0,-4,10,E,E,E,E,E,W,W,W,E,E,W,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
-13,-4,-13,0,-13,-4,-1,-4,10,E,E,E,E,E,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,South
-13,-3,-13,1,-13,-3,-1,-3,10,W,W,W,E,E,E,E,E,E,E,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,South
-13,-2,-13,2,-13,-2,-1,-2,10,W,G,E,E,E,W,W,W,E,E,E,E,E,E,E,W,W,E,E,E,E,E,E,E,E,West
-12,-2,-12,2,-12,-2,0,-2,10,E,W,G,E,E,E,W,W,W,E,E,E,E,E,E,W,W,W,E,E,W,E,E,E,E,West
-11,-2,-11,2,-11,-2,1,-2,10,E,E,W,G,E,E,E,W,W,W,E,E,E,E,E,E,W,W,W,E,E,W,E,E,E,West
-10,-2,-10,2,-10,-2,2,-2,10,E,E,E,W,G,E,E,E,W,W,E,E,E,E,E,E,E,W,W,W,E,E,W,E,E,South
-10,-1,-10,3,-10,-1,2,-1,10,E,E,E,E,E,E,E,E,W,G,E,E,E,W,W,E,E,E,E,E,E,E,W,W,W,South
-10,0,-10,4,-10,0,2,0,10,W,W,W,W,W,E,E,E,E,E,E,E,E,W,G,E,E,E,W,W,E,E,E,E,E,South
-10,1,-10,5,-10,1,2,1,10,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,W,G,E,E,E,W,W,East
