@relation BasicAgentAAtraining-data

@attribute ghostVector1x NUMERIC
@attribute ghostVector1y NUMERIC
@attribute ghostVector2x NUMERIC
@attribute ghostVector2y NUMERIC
@attribute ghostVector3x NUMERIC
@attribute ghostVector3y NUMERIC
@attribute ghostVector4x NUMERIC
@attribute ghostVector4y NUMERIC
@attribute aliveGhost{1111,1110,1100,1101,1011,1001,1010,1000,111,110,101,100,11,10,1,0}
@attribute score NUMERIC
@attribute minimap1 {W,E,G}
@attribute minimap2 {W,E,G}
@attribute minimap3 {W,E,G}
@attribute minimap4 {W,E,G}
@attribute minimap5 {W,E,G}
@attribute minimap6 {W,E,G}
@attribute minimap7 {W,E,G}
@attribute minimap8 {W,E,G}
@attribute minimap9 {W,E,G}
@attribute minimap10 {W,E,G}
@attribute minimap11 {W,E,G}
@attribute minimap12 {W,E,G}
@attribute minimap13 {W,E,G}
@attribute minimap14 {W,E,G}
@attribute minimap15 {W,E,G}
@attribute minimap16 {W,E,G}
@attribute minimap17 {W,E,G}
@attribute minimap18 {W,E,G}
@attribute minimap19 {W,E,G}
@attribute minimap20 {W,E,G}
@attribute minimap21 {W,E,G}
@attribute minimap22 {W,E,G}
@attribute minimap23 {W,E,G}
@attribute minimap24 {W,E,G}
@attribute minimap25 {W,E,G}
@attribute isGhostNorth {True, False}
@attribute isGhostSouth {True, False}
@attribute isGhostEast  {True, False}
@attribute isGhostWest  {True, False}
@attribute isFoodNorth  {True, False}
@attribute isFoodSouth  {True, False}
@attribute isFoodEast   {True, False}
@attribute isFoodWest   {True, False}
@attribute action{Stop,South,North,West,East}
@attribute nextScore NUMERIC

@data
15,0,15,0,15,0,15,0,1110,577,W,G,W,G,W,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,False,False,False,False,False,False,False,False,East,576
14,0,14,0,14,0,14,0,1110,576,G,W,G,W,E,W,W,W,W,W,E,E,E,E,E,E,E,W,E,E,W,W,W,E,E,False,False,False,False,False,False,False,False,East,575
13,0,13,0,13,0,13,0,1110,575,W,G,W,E,W,W,W,W,W,W,E,E,E,E,E,E,W,E,E,E,W,W,E,E,E,False,False,False,False,False,False,False,False,East,574
12,1,12,1,12,1,12,1,1110,574,G,W,E,W,W,W,W,W,W,W,E,E,E,E,E,W,E,E,E,E,W,E,E,E,E,False,False,False,False,False,False,False,False,East,573
11,1,11,1,11,1,11,1,1110,573,W,E,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,East,572
10,0,10,0,10,0,10,0,1110,572,E,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,East,571
9,1,9,1,9,1,9,1,1110,571,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,East,570
8,2,8,2,8,2,8,2,1110,570,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,East,569
7,2,7,2,7,2,7,2,1110,569,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,East,568
5,2,5,2,5,2,5,2,1110,568,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,W,E,E,E,E,W,False,False,False,False,False,False,False,False,East,567
4,1,4,1,4,1,4,1,1110,567,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,E,E,W,W,False,False,False,False,False,False,False,False,East,566
3,2,3,2,3,2,3,2,1110,566,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,W,E,E,E,E,W,W,W,False,False,False,False,False,False,False,False,East,565
2,2,2,2,2,2,2,2,1110,565,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,W,E,E,E,E,W,W,W,G,False,False,False,False,False,False,False,False,North,564
2,1,2,1,2,1,2,1,1110,564,W,W,W,W,W,E,E,E,E,E,E,W,E,E,E,E,W,W,W,G,E,E,E,E,E,False,False,False,False,False,False,False,False,East,563
1,1,1,1,1,1,1,1,1110,563,W,W,W,W,W,E,E,E,E,E,W,E,E,E,E,W,W,W,G,E,E,E,E,E,E,False,False,False,False,False,False,False,False,East,562
0,2,0,2,0,2,0,2,1110,562,W,W,W,W,W,E,E,E,E,W,E,E,E,E,W,W,W,E,E,W,E,E,G,E,W,False,False,False,False,False,False,False,False,North,561
-1,1,-1,1,-1,1,-1,1,1110,561,E,E,E,E,W,E,E,E,E,W,W,W,E,E,W,E,G,E,E,W,W,E,E,E,W,False,False,False,False,False,False,False,False,North,560
17,-3,17,-1,17,1,17,3,0,0,W,E,E,E,E,W,E,E,W,E,W,E,E,E,E,W,E,E,W,E,W,E,E,E,E,False,False,False,False,False,False,False,False,East,-1
16,-3,16,-1,16,1,16,3,0,-1,E,E,E,E,E,E,E,W,E,E,E,E,E,E,E,E,E,W,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,East,-2
15,-3,15,-1,15,1,15,3,0,-2,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,False,False,False,False,False,False,False,False,East,-3
14,-3,14,-1,14,1,14,3,0,-3,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,False,False,False,False,False,False,False,False,South,-4
14,-2,14,0,14,2,14,4,0,-4,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,False,False,False,False,False,False,False,False,East,-5
13,-2,13,0,13,2,13,4,0,-5,E,E,E,E,W,E,E,W,E,E,E,E,E,E,W,E,E,W,E,E,E,E,E,E,W,False,False,False,False,False,False,False,False,East,-6
12,-2,12,0,12,2,12,4,0,-6,E,E,E,W,E,E,W,E,E,E,E,E,E,W,E,E,W,E,E,E,E,E,E,W,E,False,False,False,False,False,False,False,False,South,-7
12,-1,12,1,12,3,12,5,0,-7,W,W,W,W,W,E,E,E,W,E,E,W,E,E,E,E,E,E,W,E,E,W,E,E,E,False,False,False,False,False,False,False,False,East,-8
11,-1,11,1,11,3,11,5,0,-8,W,W,W,W,W,E,E,W,E,E,W,E,E,E,E,E,E,W,E,E,W,E,E,E,E,False,False,False,False,False,False,False,False,East,-9
10,-1,10,1,10,3,10,5,0,-9,W,W,W,W,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,False,False,False,False,False,False,False,False,East,-10
9,-1,9,1,9,3,9,5,0,-10,W,W,W,W,W,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,False,False,False,False,False,False,False,False,South,-11
9,0,9,2,9,4,9,6,0,-11,W,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,False,False,False,False,False,False,False,False,East,-12
8,0,8,2,8,4,8,6,0,-12,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,W,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,East,-13
7,0,7,2,7,4,7,6,0,-13,W,W,W,W,W,W,W,W,W,W,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,False,False,False,False,False,False,False,False,East,-14
6,0,6,2,6,4,6,6,0,-14,W,W,W,W,W,W,W,W,W,W,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,False,False,False,False,False,False,False,False,North,-15
6,-1,6,1,6,3,6,5,0,-15,W,W,W,W,W,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,False,False,False,False,False,False,False,False,East,-16
5,-1,5,1,5,3,5,5,0,-16,W,W,W,W,W,E,E,W,E,E,E,E,E,E,E,E,E,W,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,East,-17
4,-1,4,1,4,3,4,5,0,-17,W,W,W,W,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,False,False,False,False,False,False,False,False,East,-18
3,-1,3,1,3,3,3,5,0,-18,W,W,W,W,W,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,False,False,False,False,False,False,False,False,South,-19
3,0,3,2,3,4,3,6,0,-19,W,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,False,False,False,False,False,False,False,False,East,-20
2,0,2,2,2,4,2,6,0,-20,W,W,W,W,W,W,W,W,W,W,E,E,E,E,G,E,E,W,E,E,E,E,E,E,G,False,False,False,False,False,False,False,False,East,-21
1,0,1,2,1,4,1,6,0,-21,W,W,W,W,W,W,W,W,W,W,E,E,E,G,W,E,W,E,E,W,E,E,E,G,W,False,False,True,False,False,False,False,False,East,178
0,2,0,2,0,4,0,6,1000,178,W,W,W,W,W,W,W,W,W,W,E,E,E,W,W,W,E,E,W,W,E,E,G,W,W,False,False,False,False,False,False,False,False,North,177
0,1,0,1,0,3,0,5,1000,177,W,W,W,W,W,E,E,E,W,W,W,E,E,W,W,E,E,G,W,W,W,E,E,W,W,True,False,False,False,False,False,False,False,North,376
0,2,0,2,0,2,0,4,1100,376,E,E,E,W,W,W,E,E,W,W,E,E,E,W,W,W,E,E,W,W,E,E,G,W,W,False,False,False,False,False,False,False,False,North,375
0,1,0,1,0,1,0,3,1100,375,W,E,E,W,W,E,E,E,W,W,W,E,E,W,W,E,E,G,W,W,W,E,E,W,W,True,False,False,False,False,False,False,False,North,574
0,2,0,2,0,2,0,2,1110,574,E,E,E,W,W,W,E,E,W,W,E,E,E,W,W,W,E,E,W,W,E,E,G,W,W,False,False,False,False,False,False,False,False,North,573
-9,-3,-9,3,9,-3,9,3,0,0,E,E,E,W,E,W,E,E,E,E,E,E,E,E,W,W,E,E,E,E,E,E,E,W,E,False,False,False,False,False,False,False,False,South,-1
-9,-2,-9,4,9,-2,9,4,0,-1,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,E,W,W,E,E,E,E,False,False,False,False,False,False,False,False,South,-2
-9,-1,-9,5,9,-1,9,5,0,-2,W,W,W,W,W,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,E,W,False,False,False,False,False,False,False,False,South,-3
-9,0,-9,6,9,0,9,6,0,-3,W,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,False,False,False,False,False,False,False,False,West,-4
-8,0,-8,6,10,0,10,6,0,-4,E,W,W,W,W,W,W,W,W,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,False,False,False,False,False,False,False,False,North,-5
-8,-1,-8,5,10,-1,10,5,0,-5,W,W,W,W,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,West,-6
-7,-1,-7,5,11,-1,11,5,0,-6,W,W,W,W,W,E,E,W,E,E,W,E,E,E,E,E,E,W,E,E,W,E,E,E,E,False,False,False,False,False,False,False,False,West,-7
-6,-1,-6,5,12,-1,12,5,0,-7,W,W,W,W,W,E,E,E,W,E,E,W,E,E,E,E,E,E,W,E,E,W,E,E,E,False,False,False,False,False,False,False,False,South,-8
-6,0,-6,6,12,0,12,6,0,-8,E,W,E,W,W,W,W,W,W,W,E,E,E,W,E,E,W,E,E,E,E,E,E,W,E,False,False,False,False,False,False,False,False,West,-9
-5,0,-5,6,13,0,13,6,0,-9,W,E,W,E,W,W,W,W,W,W,E,E,E,E,W,E,E,W,E,E,E,E,E,E,W,False,False,False,False,False,False,False,False,West,-10
-4,0,-4,6,14,0,14,6,0,-10,E,W,E,W,E,W,W,W,W,W,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,False,False,False,False,False,False,False,False,West,-11
-3,0,-3,6,15,0,15,6,0,-11,W,E,W,E,W,W,W,W,W,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,False,False,False,False,False,False,False,False,North,-12
-3,-1,-3,5,15,-1,15,5,0,-12,W,W,W,W,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,False,False,False,False,False,False,False,False,West,-13
-2,-1,-2,5,16,-1,16,5,0,-13,W,W,W,W,W,G,E,W,E,E,E,E,E,E,E,E,E,W,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,West,-14
-1,-1,-1,5,17,-1,17,5,0,-14,W,W,W,W,W,W,G,E,W,E,W,E,E,E,E,W,E,E,W,E,W,E,E,E,E,False,False,False,False,False,False,False,False,South,-15
-1,0,-1,6,17,0,17,6,0,-15,W,E,W,E,W,W,W,W,W,W,W,G,E,W,E,W,E,E,E,E,W,E,E,W,E,False,False,False,True,False,False,False,False,West,184
0,6,0,6,18,0,18,6,1000,184,W,W,G,W,E,W,W,W,W,W,W,W,E,E,W,W,W,E,E,E,W,W,E,E,W,False,False,False,False,False,False,False,False,North,183
0,5,0,5,18,-1,18,5,1000,183,W,W,W,W,W,W,W,E,E,W,W,W,E,E,E,W,W,E,E,W,W,W,E,E,E,False,False,False,False,False,False,False,False,North,182
0,4,0,4,18,-2,18,4,1000,182,W,W,E,E,W,W,W,E,E,E,W,W,E,E,W,W,W,E,E,E,W,W,E,E,W,False,False,False,False,False,False,False,False,North,181
0,3,0,3,18,-3,18,3,1000,181,W,W,E,E,E,W,W,E,E,W,W,W,E,E,E,W,W,E,E,W,W,W,E,E,E,False,False,False,False,False,False,False,False,North,180
0,2,0,2,18,-4,18,2,1000,180,W,W,E,E,W,W,W,E,E,E,W,W,E,E,W,W,W,E,E,E,W,W,G,E,W,False,False,False,False,False,False,False,False,North,179
0,1,0,1,18,-5,18,1,1000,179,W,W,E,E,E,W,W,E,E,W,W,W,E,E,E,W,W,G,E,W,W,W,W,W,W,True,False,False,False,False,False,False,False,North,378
18,-6,18,-6,18,-6,18,0,1100,378,W,W,E,E,W,W,W,E,E,E,W,W,E,E,W,W,W,W,W,W,W,W,W,W,W,False,False,False,False,False,False,False,False,East,377
17,-6,17,-6,17,-6,17,0,1100,377,W,E,E,W,E,W,E,E,E,E,W,E,E,W,E,W,W,W,W,W,W,W,W,W,W,False,False,False,False,False,False,False,False,South,376
17,-5,17,-5,17,-5,17,1,1100,376,W,E,E,E,E,W,E,E,W,E,W,E,E,E,E,W,E,E,W,E,W,W,W,W,W,False,False,False,False,False,False,False,False,East,375
16,-5,16,-5,16,-5,16,1,1100,375,E,E,E,E,E,E,E,W,E,E,E,E,E,E,E,E,E,W,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,East,374
15,-5,15,-5,15,-5,15,1,1100,374,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,East,373
14,-5,14,-5,14,-5,14,1,1100,373,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,North,372
14,-6,14,-6,14,-6,14,0,1100,372,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,W,W,W,W,W,W,W,W,W,W,False,False,False,False,False,False,False,False,East,371
13,-6,13,-6,13,-6,13,0,1100,371,E,E,E,E,W,E,E,W,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,W,False,False,False,False,False,False,False,False,East,370
12,-6,12,-6,12,-6,12,0,1100,370,E,E,E,W,E,E,W,E,E,E,E,E,E,W,E,W,W,W,W,W,W,W,W,W,W,False,False,False,False,False,False,False,False,South,369
12,-5,12,-5,12,-5,12,1,1100,369,E,W,E,E,E,E,E,E,W,E,E,W,E,E,E,E,E,E,W,E,W,W,W,W,W,False,False,False,False,False,False,False,False,East,368
11,-5,11,-5,11,-5,11,1,1100,368,W,E,E,E,E,E,E,W,E,E,W,E,E,E,E,E,E,W,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,East,367
10,-5,10,-5,10,-5,10,1,1100,367,E,E,E,E,E,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,East,366
9,-5,9,-5,9,-5,9,1,1100,366,E,E,E,E,W,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,North,365
9,-6,9,-6,9,-6,9,0,1100,365,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,W,W,W,W,W,W,W,W,W,W,False,False,False,False,False,False,False,False,East,364
8,-6,8,-6,8,-6,8,0,1100,364,E,E,E,E,E,E,E,W,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,False,False,False,False,False,False,False,False,East,363
7,-6,7,-6,7,-6,7,0,1100,363,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,W,False,False,False,False,False,False,False,False,East,362
6,-6,6,-6,6,-6,6,0,1100,362,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,W,W,W,W,W,W,W,W,W,False,False,False,False,False,False,False,False,South,361
6,-5,6,-5,6,-5,6,1,1100,361,E,W,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,W,W,W,W,False,False,False,False,False,False,False,False,East,360
5,-5,5,-5,5,-5,5,1,1100,360,W,E,E,E,E,E,E,W,E,E,E,E,E,E,E,E,E,W,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,East,359
4,-5,4,-5,4,-5,4,1,1100,359,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,East,358
3,-5,3,-5,3,-5,3,1,1100,358,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,North,357
3,-6,3,-6,3,-6,3,0,1100,357,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,W,W,W,W,W,W,W,W,W,W,False,False,False,False,False,False,False,False,East,356
2,-6,2,-6,2,-6,2,0,1100,356,E,E,E,E,E,E,E,W,E,E,E,E,E,E,G,W,W,W,W,W,W,W,W,W,W,False,False,False,False,False,False,False,False,East,355
1,-6,1,-6,1,-6,1,0,1100,355,E,E,E,E,W,E,W,E,E,W,E,E,E,G,W,W,W,W,W,W,W,W,W,W,W,False,False,True,False,False,False,False,False,East,554
0,-6,0,-6,0,-6,0,-6,1101,554,E,E,E,W,W,W,E,E,W,W,E,E,E,W,W,W,W,W,W,W,W,W,W,W,W,False,False,False,False,False,False,False,False,South,553
0,-5,0,-5,0,-5,0,-5,1101,553,W,E,E,W,W,E,E,E,W,W,W,E,E,W,W,E,E,E,W,W,W,W,W,W,W,False,False,False,False,False,False,False,False,South,552
0,-4,0,-4,0,-4,0,-4,1101,552,E,E,E,W,W,W,E,E,W,W,E,E,E,W,W,W,E,E,W,W,E,E,E,W,W,False,False,False,False,False,False,False,False,South,551
0,-3,0,-3,0,-3,0,-3,1101,551,W,E,E,W,W,E,E,E,W,W,W,E,E,W,W,E,E,E,W,W,W,E,E,W,W,False,False,False,False,False,False,False,False,South,550
0,-2,0,-2,0,-2,0,-2,1101,550,E,E,G,W,W,W,E,E,W,W,E,E,E,W,W,W,E,E,W,W,E,E,E,W,W,False,False,False,False,False,False,False,False,South,549
1,6,18,0,18,2,18,5,0,0,W,W,E,W,E,W,W,W,W,W,W,W,E,E,W,W,W,E,E,E,W,W,E,E,W,False,False,False,False,False,False,False,False,North,-1
1,4,17,-1,17,1,18,4,0,-1,W,W,W,W,W,W,W,E,E,W,W,W,E,E,E,W,W,E,E,W,W,W,E,E,E,False,False,False,False,False,False,False,False,North,-2
1,4,17,-1,17,0,18,2,0,-2,W,W,E,E,W,W,W,E,E,E,W,W,E,E,W,W,W,E,E,E,W,W,E,E,W,False,False,False,False,False,False,False,False,North,-3
1,3,17,-2,16,-1,17,1,0,-3,W,W,E,E,E,W,W,E,E,W,W,W,E,E,E,W,W,E,E,W,W,W,E,E,E,False,False,False,False,False,False,False,False,North,-4
1,2,17,-3,16,-2,17,0,0,-4,W,W,E,E,W,W,W,E,E,E,W,W,E,E,W,W,W,E,E,E,W,W,E,G,W,False,False,False,False,False,False,False,False,North,-5
0,1,17,-3,16,-3,17,-2,0,-5,W,W,E,E,E,W,W,E,E,W,W,W,E,E,E,W,W,G,E,W,W,W,W,W,W,True,False,False,False,False,False,False,False,North,194
16,-4,16,-4,15,-4,17,-3,1000,194,W,W,E,E,W,W,W,E,E,E,W,W,E,E,W,W,W,W,W,W,W,W,W,W,W,False,False,False,False,False,False,False,False,East,193
14,-4,14,-4,14,-3,16,-2,1000,193,W,E,E,W,E,W,E,E,E,E,W,E,E,W,E,W,W,W,W,W,W,W,W,W,W,False,False,False,False,False,False,False,False,South,192
14,-3,14,-3,13,-2,16,-2,1000,192,W,E,E,E,E,W,E,E,W,E,W,E,E,E,E,W,E,E,W,E,W,W,W,W,W,False,False,False,False,False,False,False,False,East,191
13,-4,13,-4,13,-2,16,-2,1000,191,E,E,E,E,E,E,E,W,E,E,E,E,E,E,E,E,E,W,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,East,190
12,-4,12,-4,12,-1,15,-1,1000,190,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,East,189
11,-3,11,-3,11,-1,14,0,1000,189,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,South,188
10,-2,10,-2,11,-1,14,2,1000,188,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,False,False,False,False,False,False,False,False,East,187
10,-2,10,-2,10,-2,12,2,1000,187,E,E,E,E,W,E,E,W,E,E,E,E,E,E,W,E,E,W,E,E,E,E,E,E,W,False,False,False,False,False,False,False,False,East,186
9,-3,9,-3,9,-1,12,2,1000,186,E,E,E,W,E,E,W,E,E,E,E,E,E,W,E,E,W,E,E,E,E,E,E,W,E,False,False,False,False,False,False,False,False,South,185
9,-2,9,-2,9,-1,11,3,1000,185,E,W,E,E,E,E,E,E,W,E,E,W,E,E,E,E,E,E,W,E,E,W,E,E,E,False,False,False,False,False,False,False,False,East,184
8,-3,8,-3,8,-1,9,3,1000,184,W,E,E,E,E,E,E,W,E,E,W,E,E,E,E,E,E,W,E,E,W,E,E,E,E,False,False,False,False,False,False,False,False,East,183
6,-3,6,-3,7,-1,8,3,1000,183,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,False,False,False,False,False,False,False,False,East,182
6,-3,6,-3,6,-2,6,3,1000,182,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,False,False,False,False,False,False,False,False,South,181
5,-2,5,-2,6,0,5,4,1000,181,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,False,False,False,False,False,False,False,False,East,180
4,-1,4,-1,5,1,4,4,1000,180,E,E,E,E,E,E,E,W,E,E,E,E,E,E,E,E,E,W,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,East,179
3,-2,3,-2,3,1,4,4,1000,179,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,False,False,False,False,False,False,False,False,East,178
2,-1,2,-1,2,0,3,4,1000,178,E,E,E,W,E,W,E,E,E,G,E,E,E,W,G,W,E,E,E,E,E,E,E,W,E,False,False,False,False,False,False,False,False,North,177
1,-2,1,-2,3,-1,2,3,1000,177,W,E,E,G,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,False,False,False,False,False,False,False,False,East,176
0,-2,0,-2,2,0,1,3,1000,176,E,E,G,E,E,E,E,W,E,E,E,E,E,E,G,E,E,W,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,East,375
-1,-2,-1,-2,-1,-2,1,3,1010,375,E,G,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,False,False,False,False,False,False,False,False,South,374
0,-1,0,-1,0,-1,0,4,1010,374,E,W,E,E,E,E,E,G,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,False,True,False,False,False,False,False,False,South,573
1,5,1,5,1,5,1,5,1110,573,W,W,W,W,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,False,False,False,False,False,False,False,False,East,572
1,5,1,5,1,5,1,5,1110,572,W,W,W,W,W,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,False,False,False,False,False,False,False,False,North,571
0,4,0,4,0,4,0,4,1110,571,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,False,False,False,False,False,False,False,False,North,570
-1,3,-1,3,-1,3,-1,3,1110,570,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,False,False,False,False,False,False,False,False,North,569
-1,2,-1,2,-1,2,-1,2,1110,569,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,G,E,E,E,False,False,False,False,False,False,False,False,North,568
-1,0,-1,0,-1,0,-1,0,1110,568,E,E,E,W,E,W,E,E,E,E,E,G,E,W,E,W,E,E,E,E,W,W,W,W,W,False,False,False,True,False,False,False,False,West,567
0,-1,0,-1,0,-1,0,-1,1110,567,E,E,E,E,W,E,W,G,E,E,E,E,E,E,W,E,W,E,E,E,W,W,W,W,W,False,True,False,False,False,False,False,False,South,566
0,-1,0,-1,0,-1,0,-1,1110,566,E,W,E,E,E,E,E,G,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,False,True,False,False,False,False,False,False,South,565
-1,0,-1,0,-1,0,-1,0,1110,565,E,E,E,E,W,E,W,E,E,E,E,G,E,E,W,E,W,E,E,E,E,E,E,E,W,False,False,False,True,False,False,False,False,West,564
-1,0,-1,0,-1,0,-1,0,1110,564,E,E,E,E,E,E,E,W,E,E,E,G,E,E,E,E,E,W,E,E,E,E,E,E,E,False,False,False,True,False,False,False,False,West,563
-8,5,-7,5,9,5,10,5,0,0,W,W,W,W,W,E,W,E,E,E,E,E,E,E,E,E,W,E,E,E,E,E,E,W,E,False,False,False,False,False,False,False,False,North,-1
-8,4,-8,4,8,4,10,4,0,-1,E,W,E,E,E,E,E,E,E,E,E,W,E,E,E,E,E,E,W,E,E,W,E,E,E,False,False,False,False,False,False,False,False,North,-2
-8,2,-7,3,9,3,9,3,0,-2,E,E,E,E,E,E,W,E,E,E,E,E,E,W,E,E,W,E,E,E,E,E,E,E,W,False,False,False,False,False,False,False,False,North,-3
-7,1,-8,2,9,2,9,2,0,-3,E,W,E,E,E,E,E,E,W,E,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,False,False,False,False,False,False,False,False,North,-4
-7,0,-8,0,9,0,10,1,0,-4,E,E,E,W,E,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,West,-5
-6,-1,-7,1,11,0,11,1,0,-5,E,E,E,E,W,E,E,W,E,E,W,E,E,E,E,E,E,W,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,West,-6
-5,0,-6,0,12,-1,12,0,0,-6,W,E,E,E,E,E,E,E,W,E,E,W,E,E,E,E,E,E,W,E,W,W,W,W,W,False,False,False,False,False,False,False,False,South,-7
-5,0,-6,2,11,0,12,0,0,-7,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,E,W,E,E,E,E,E,E,W,E,False,False,False,False,False,False,False,False,West,-8
-4,1,-5,2,12,-1,12,0,0,-8,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,E,W,E,E,E,E,E,E,W,False,False,False,False,False,False,False,False,West,-9
