@relation BustersKeyboardAgenttraining-data-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C16-L1

@attribute xPacmanPosition numeric
@attribute yPacmanPosition numeric
@attribute ghostPosition1x numeric
@attribute ghostPosition1y numeric
@attribute ghostPosition2x numeric
@attribute ghostPosition2y numeric
@attribute ghostPosition3x numeric
@attribute ghostPosition3y numeric
@attribute ghostPosition4x numeric
@attribute ghostPosition4y numeric
@attribute distanceGhost1 numeric
@attribute distanceGhost2 numeric
@attribute distanceGhost3 numeric
@attribute distanceGhost4 numeric
@attribute validActions {1111,1110,1100,1101,1011,1001,1010,1000,111,110,101,100,11,10,1,0}
@attribute lastAction {Stop,South,North,West,East}
@attribute aliveGhost {1111,1110,1100,1101,1011,1001,1010,1000,111,110,101,100,11,10,1,0}
@attribute score numeric
@attribute minimap1 {W,E,G}
@attribute minimap2 {W,E,G}
@attribute minimap3 {W,E,G}
@attribute minimap4 {W,E,G}
@attribute minimap5 {W,E,G}
@attribute minimap6 {W,E,G}
@attribute minimap7 {W,E,G}
@attribute minimap8 {W,E,G}
@attribute minimap9 {W,E,G}
@attribute minimap10 {W,E,G}
@attribute minimap11 {W,E,G}
@attribute minimap12 {W,E,G}
@attribute minimap13 {W,E,G}
@attribute minimap14 {W,E,G}
@attribute minimap15 {W,E,G}
@attribute minimap16 {W,E,G}
@attribute minimap17 {W,E,G}
@attribute minimap18 {W,E,G}
@attribute minimap19 {W,E,G}
@attribute minimap20 {W,E,G}
@attribute minimap21 {W,E,G}
@attribute minimap22 {W,E,G}
@attribute minimap23 {W,E,G}
@attribute minimap24 {W,E,G}
@attribute minimap25 {W,E,G}
@attribute nearestDot numeric
@attribute action {Stop,South,North,West,East}
@attribute nextScore numeric

@data
20,7,2,9,3,16,27,5,27,18,20,26,9,19,1111,South,0,-11,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,South,-12
20,6,1,9,3,17,26,5,28,18,22,28,7,20,1111,South,0,-12,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,East,-13
21,6,1,9,3,17,26,4,28,18,23,29,7,18,1111,East,0,-13,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,East,-14
22,6,2,9,3,18,26,3,27,18,23,31,7,17,1111,East,0,-14,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,East,-15
23,6,1,9,2,18,25,3,27,18,25,33,5,17,1111,East,0,-15,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,East,-16
24,6,1,10,2,18,26,3,28,18,27,34,5,15,1111,East,0,-16,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,East,-17
25,6,1,9,3,18,25,3,28,17,27,34,3,14,1111,East,0,-17,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,South,-18
25,5,1,9,2,18,26,3,28,17,28,36,3,14,1111,South,0,-18,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,South,-19
25,4,1,10,3,18,26,3,28,16,30,36,2,15,1111,South,0,-19,W,W,W,W,W,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,South,-20
25,3,1,9,4,18,26,4,28,16,30,36,2,15,1011,South,0,-20,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,9999,East,-21
26,3,1,8,5,18,26,5,27,16,30,36,2,13,1011,East,0,-21,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,G,E,E,9999,East,-22
27,3,2,8,6,18,26,5,27,15,30,36,3,13,1011,East,0,-22,W,W,W,W,W,W,W,W,W,W,E,E,E,E,W,E,E,E,E,W,E,G,E,E,W,9999,East,-23
28,3,1,8,6,17,26,5,27,16,32,36,4,13,1001,East,0,-23,W,W,W,W,W,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,G,E,E,W,W,9999,North,-24
28,4,2,8,6,16,26,5,27,15,30,34,3,13,1101,North,0,-24,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,G,E,E,W,W,E,E,E,W,W,9999,North,-25
28,5,3,8,5,16,25,5,26,15,28,34,3,11,1101,North,0,-25,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,9999,West,-26
27,5,4,8,5,16,25,4,27,15,26,33,3,11,1111,West,0,-26,E,E,E,E,W,G,E,E,E,W,E,E,E,E,W,E,E,E,E,W,E,E,E,E,W,9999,West,-27
26,5,5,8,6,16,25,3,27,16,24,31,3,11,1111,West,0,-27,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,West,-28
25,5,5,8,6,15,25,4,26,16,23,29,1,12,1111,West,0,-28,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,West,-29
24,5,4,8,6,14,26,4,26,16,23,27,3,14,1111,West,0,-29,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,South,-30
24,4,4,8,6,15,25,4,27,16,24,29,1,15,1111,South,0,-30,W,W,W,W,W,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,9999,South,-31
24,3,4,9,5,15,24,4,27,16,26,31,1,15,1011,South,0,-31,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,9999,East,-32
25,3,5,9,5,15,24,5,27,15,26,32,3,13,1011,East,0,-32,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,9999,North,-33
25,4,5,9,4,15,23,5,27,14,25,32,3,11,1111,North,0,-33,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,9999,North,-34
25,5,4,9,4,14,23,4,26,14,25,30,3,10,1111,North,0,-34,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,West,-35
24,5,5,9,4,15,23,3,26,14,23,30,3,12,1111,West,0,-35,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,West,-36
23,5,4,9,3,15,24,3,26,15,23,30,3,13,1111,West,0,-36,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,West,-37
22,5,3,9,2,15,24,4,26,15,23,30,3,13,1111,West,0,-37,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,South,-38
22,4,2,9,1,15,25,4,26,14,25,32,3,13,1111,South,0,-38,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,South,-39
22,3,2,8,1,15,25,3,25,14,25,33,3,13,1011,South,0,-39,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,East,-40
23,3,2,8,1,16,26,3,25,13,26,35,3,11,1011,East,0,-40,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,North,-41
23,4,3,8,1,17,26,3,24,13,24,35,4,10,1111,North,0,-41,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,East,-42
24,4,3,7,2,17,26,4,24,13,24,35,2,8,1111,East,0,-42,W,W,W,W,W,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,9999,East,-43
25,4,4,7,2,16,27,4,24,12,24,35,2,10,1111,East,0,-43,W,W,W,W,W,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,9999,East,-44
26,4,4,6,2,17,27,5,24,13,24,37,2,12,1111,East,0,-44,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,9999,East,-45
27,4,4,5,3,17,26,5,23,13,24,37,2,14,1111,East,0,-45,W,W,W,W,W,E,E,E,E,W,E,E,E,E,W,E,G,E,E,W,E,E,E,E,W,9999,East,-46
28,4,4,5,3,16,26,5,22,13,25,37,3,14,1101,East,0,-46,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,G,E,E,W,W,E,E,E,W,W,9999,East,-47
28,4,4,6,3,17,27,5,23,13,26,38,2,14,1101,East,0,-47,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,E,G,E,W,W,E,E,E,W,W,9999,North,-48
28,5,4,6,3,18,26,5,23,13,25,38,2,12,1101,North,0,-48,E,E,E,W,W,E,E,E,W,W,G,E,E,W,W,E,E,E,W,W,E,E,E,W,W,9999,West,-49
27,5,5,6,4,18,26,5,23,12,23,36,1,10,1111,West,0,-49,E,E,E,E,W,E,E,E,E,W,E,G,E,E,W,E,E,E,E,W,E,E,E,E,W,9999,West,150
26,5,4,6,3,18,5,1,23,11,23,36,1000,8,1111,West,10,150,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,South,149
26,4,5,6,3,17,5,1,23,10,23,36,1000,9,1111,South,10,149,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,South,148
26,3,5,6,4,17,5,1,23,10,24,36,1000,9,1011,South,10,148,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,North,147
26,4,4,6,4,18,5,1,23,9,24,36,1000,7,1111,North,10,147,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,North,146
26,5,5,6,4,18,5,1,23,8,22,35,1000,5,1111,North,10,146,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,North,145
26,6,4,6,4,18,5,1,23,7,22,34,1000,3,1111,North,10,145,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,North,144
26,7,3,6,4,17,5,1,24,7,24,32,1000,3,1111,North,10,144,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,West,143
25,7,3,6,3,17,5,1,24,8,23,32,1000,3,1111,West,10,143,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,9999,West,142
24,7,3,7,2,17,5,1,23,8,21,32,1000,2,1111,West,10,142,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,9999,West,141
23,7,3,6,2,17,5,1,23,8,21,31,1000,2,1111,West,10,141,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,9999,West,140
22,7,3,7,1,17,5,1,22,8,19,31,1000,2,1111,West,10,140,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,9999,North,139
22,8,4,7,2,17,5,1,21,8,19,29,1000,1,1111,North,10,139,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,North,138
22,9,4,6,2,17,5,1,21,8,21,28,1000,2,1111,North,10,138,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,North,137
22,10,4,5,2,18,5,1,21,8,23,28,1000,3,1111,North,10,137,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,West,136
21,10,3,5,2,17,5,1,21,8,23,26,1000,2,1111,West,10,136,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,South,135
21,9,3,4,2,16,5,1,21,8,23,26,1000,1,1111,South,10,135,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,South,334
21,8,3,5,2,16,5,1,7,1,21,27,1000,1000,1111,South,11,334,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,South,333
21,7,3,4,2,15,5,1,7,1,21,27,1000,1000,1111,South,11,333,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,South,332
21,6,3,3,3,15,5,1,7,1,21,27,1000,1000,1111,South,11,332,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,West,331
20,6,2,3,2,15,5,1,7,1,21,27,1000,1000,1111,West,11,331,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,West,330
19,6,2,3,2,14,5,1,7,1,20,25,1000,1000,1111,West,11,330,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,West,329
18,6,2,3,3,14,5,1,7,1,19,23,1000,1000,1111,West,11,329,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,West,328
17,6,2,3,3,15,5,1,7,1,18,23,1000,1000,1111,West,11,328,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,West,327
16,6,2,3,3,14,5,1,7,1,17,21,1000,1000,1111,West,11,327,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,West,326
15,6,2,3,3,13,5,1,7,1,16,19,1000,1000,1111,West,11,326,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,West,325
14,6,2,3,2,13,5,1,7,1,15,19,1000,1000,1111,West,11,325,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,West,324
13,6,1,3,2,12,5,1,7,1,15,17,1000,1000,1111,West,11,324,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,West,323
12,6,1,4,2,11,5,1,7,1,13,15,1000,1000,1111,West,11,323,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,West,322
11,6,1,5,3,11,5,1,7,1,11,13,1000,1000,1111,West,11,322,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,West,321
10,6,1,6,4,11,5,1,7,1,9,11,1000,1000,1111,West,11,321,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,West,320
9,6,2,6,4,10,5,1,7,1,7,9,1000,1000,1111,West,11,320,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,West,319
8,6,2,6,3,10,5,1,7,1,6,9,1000,1000,1111,West,11,319,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,West,318
7,6,2,6,4,10,5,1,7,1,5,7,1000,1000,1111,West,11,318,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,West,317
6,6,2,6,5,10,5,1,7,1,4,5,1000,1000,1111,West,11,317,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,West,316
5,6,1,6,5,9,5,1,7,1,4,3,1000,1000,1111,West,11,316,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,West,315
4,6,1,7,5,8,5,1,7,1,4,3,1000,1000,1111,West,11,315,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,9999,West,314
3,6,2,7,6,8,5,1,7,1,2,5,1000,1000,1111,West,11,314,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,9999,West,313
2,6,2,8,6,9,5,1,7,1,2,7,1000,1000,1111,West,11,313,W,E,E,E,E,W,E,E,E,E,W,E,E,E,E,W,E,E,E,E,W,E,G,E,E,9999,North,512
2,7,1,1,7,9,5,1,7,1,1000,7,1000,1000,1111,North,1011,512,W,E,E,E,E,W,E,E,E,E,W,E,E,E,E,W,E,E,E,E,W,E,E,E,E,9999,North,511
2,8,1,1,7,9,5,1,7,1,1000,6,1000,1000,1111,North,1011,511,W,E,E,E,E,W,E,E,E,E,W,E,E,E,E,W,E,E,E,E,W,E,E,E,E,9999,North,510
2,9,1,1,7,8,5,1,7,1,1000,6,1000,1000,1111,North,1011,510,W,E,E,E,E,W,E,E,E,E,W,E,E,E,E,W,E,E,E,E,W,E,E,E,E,9999,East,509
3,9,1,1,6,8,5,1,7,1,1000,4,1000,1000,1111,East,1011,509,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,East,508
4,9,1,1,6,7,5,1,7,1,1000,4,1000,1000,1111,East,1011,508,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,East,507
5,9,1,1,5,7,5,1,7,1,1000,2,1000,1000,1111,East,1011,507,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,East,506
6,9,1,1,4,7,5,1,7,1,1000,4,1000,1000,1111,East,1011,506,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,South,505
6,8,1,1,5,7,5,1,7,1,1000,2,1000,1000,1111,South,1011,505,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,South,504
9,4,4,3,4,7,12,3,16,7,6,8,4,10,1111,South,0,-6,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,E,W,W,E,E,E,E,E,9999,South,-7
9,3,4,3,4,7,12,3,16,7,5,9,3,11,1011,South,0,-7,E,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,E,W,W,9999,East,-8
10,3,4,3,4,7,12,3,16,7,6,10,2,10,1011,East,0,-8,W,W,W,W,W,W,W,W,W,W,E,E,E,E,G,E,E,E,E,E,W,E,W,W,W,9999,East,-9
11,3,4,3,4,7,12,3,16,7,7,11,1,9,1011,East,0,-9,W,W,W,W,W,W,W,W,W,W,E,E,E,G,E,E,E,E,E,E,E,W,W,W,W,9999,East,190
12,3,4,3,4,7,5,1,16,7,8,12,1000,8,1011,East,10,190,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,9999,West,189
11,3,4,3,4,7,5,1,16,7,7,11,1000,9,1011,West,10,189,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,9999,West,188
10,3,4,3,4,7,5,1,16,7,6,10,1000,10,1011,West,10,188,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,E,W,W,W,9999,West,187
9,3,4,3,4,7,5,1,16,7,5,9,1000,11,1011,West,10,187,E,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,E,W,W,9999,West,186
8,3,4,3,4,7,5,1,16,7,4,8,1000,12,1011,West,10,186,W,E,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,E,W,9999,West,185
7,3,4,3,4,7,5,1,16,7,3,7,1000,13,1011,West,10,185,G,W,E,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,E,9999,West,184
6,3,4,3,4,7,5,1,16,7,2,6,1000,14,1011,West,10,184,W,G,W,E,W,W,W,W,W,W,G,E,E,E,E,E,E,E,E,E,W,W,W,W,W,9999,West,183
5,3,4,3,4,7,5,1,16,7,1,5,1000,15,1011,West,10,183,E,W,G,W,E,W,W,W,W,W,E,G,E,E,E,E,E,E,E,E,W,W,W,W,W,9999,West,382
4,3,1,1,4,7,5,1,16,7,1000,4,1000,16,1011,West,1010,382,W,E,W,G,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,9999,West,381
3,3,1,1,4,7,5,1,16,7,1000,5,1000,17,1011,West,1010,381,G,W,E,W,G,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,9999,North,380
3,4,1,1,4,7,5,1,16,7,1000,4,1000,16,111,North,1010,380,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,9999,North,379
3,4,1,1,4,7,5,1,16,7,1000,4,1000,16,111,North,1010,379,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,9999,West,378
2,4,1,1,4,7,5,1,16,7,1000,5,1000,17,111,West,1010,378,W,W,W,W,W,W,E,E,E,E,W,E,E,E,E,W,E,W,W,W,W,E,E,E,E,9999,West,377
1,4,1,1,4,7,5,1,16,7,1000,6,1000,18,1110,West,1010,377,W,W,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,E,W,W,W,W,E,E,E,9999,West,376
1,4,1,1,4,7,5,1,16,7,1000,6,1000,18,1110,West,1010,376,W,W,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,E,W,W,W,W,E,E,E,9999,North,375
1,5,1,1,4,7,5,1,16,7,1000,5,1000,17,1100,North,1010,375,W,W,E,E,E,W,W,E,E,E,W,W,E,W,W,W,W,E,E,E,W,W,E,E,E,9999,North,374
1,6,1,1,4,7,5,1,16,7,1000,4,1000,16,1110,North,1010,374,W,W,E,E,E,W,W,E,W,W,W,W,E,E,E,W,W,E,E,E,W,W,W,W,W,9999,North,373
1,7,1,1,4,7,5,1,16,7,1000,3,1000,15,110,North,1010,373,W,W,E,W,W,W,W,E,E,E,W,W,E,E,E,W,W,W,W,W,W,W,W,W,W,9999,North,372
1,7,1,1,4,7,5,1,16,7,1000,3,1000,15,110,North,1010,372,W,W,E,W,W,W,W,E,E,E,W,W,E,E,E,W,W,W,W,W,W,W,W,W,W,9999,East,371
2,7,1,1,4,7,5,1,16,7,1000,2,1000,14,111,East,1010,371,W,E,W,W,W,W,E,E,E,E,W,E,E,E,G,W,W,W,W,W,W,W,W,W,W,9999,East,370
3,7,1,1,4,7,5,1,16,7,1000,1,1000,13,111,East,1010,370,E,W,W,W,W,E,E,E,E,E,E,E,E,G,E,W,W,W,W,W,W,W,W,W,W,9999,East,569
4,7,1,1,3,1,5,1,16,7,1000,1000,1000,12,111,East,1110,569,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,9999,East,568
5,7,1,1,3,1,5,1,16,7,1000,1000,1000,11,111,East,1110,568,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,9999,East,567
6,7,1,1,3,1,5,1,16,7,1000,1000,1000,10,111,East,1110,567,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,9999,East,566
7,7,1,1,3,1,5,1,16,7,1000,1000,1000,9,111,East,1110,566,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,9999,East,565
8,7,1,1,3,1,5,1,16,7,1000,1000,1000,8,111,East,1110,565,W,W,W,E,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,9999,East,564
9,7,1,1,3,1,5,1,16,7,1000,1000,1000,7,111,East,1110,564,W,W,E,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,9999,East,563
10,7,1,1,3,1,5,1,16,7,1000,1000,1000,6,111,East,1110,563,W,E,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,9999,East,562
11,7,1,1,3,1,5,1,16,7,1000,1000,1000,5,111,East,1110,562,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,9999,East,561
12,7,1,1,3,1,5,1,16,7,1000,1000,1000,4,111,East,1110,561,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,9999,East,560
13,7,1,1,3,1,5,1,16,7,1000,1000,1000,3,111,East,1110,560,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,9999,East,559
14,7,1,1,3,1,5,1,16,7,1000,1000,1000,2,111,East,1110,559,W,W,W,W,W,E,E,E,E,E,E,E,E,E,G,W,W,W,W,W,W,W,W,W,W,9999,East,558
8,3,4,3,4,7,9,7,17,7,4,8,5,13,1011,West,0,-5,W,E,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,E,W,9999,West,-6
7,3,4,3,4,7,9,7,17,7,3,7,6,14,1011,West,0,-6,E,W,E,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,E,9999,West,-7
6,3,4,3,4,7,9,7,17,7,2,6,7,15,1011,West,0,-7,W,E,W,E,W,W,W,W,W,W,G,E,E,E,E,E,E,E,E,E,W,W,W,W,W,9999,West,-8
5,3,4,3,4,7,9,7,17,7,1,5,8,16,1011,West,0,-8,E,W,E,W,E,W,W,W,W,W,E,G,E,E,E,E,E,E,E,E,W,W,W,W,W,9999,West,191
4,3,1,1,4,7,9,7,17,7,1000,4,9,17,1011,West,1000,191,W,E,W,E,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,9999,West,190
3,3,1,1,4,7,9,7,17,7,1000,5,10,18,1011,West,1000,190,G,W,E,W,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,9999,West,189
2,3,1,1,4,7,9,7,17,7,1000,6,11,19,1011,West,1000,189,W,G,W,E,W,W,W,W,W,W,W,E,E,E,E,W,E,E,E,E,W,E,W,W,W,9999,West,188
1,3,1,1,4,7,9,7,17,7,1000,7,12,20,1010,West,1000,188,W,W,G,W,E,W,W,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,E,W,W,9999,North,187
1,4,1,1,4,7,9,7,17,7,1000,6,11,19,1110,North,1000,187,W,W,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,E,W,W,W,W,E,E,E,9999,North,186
1,5,1,1,4,7,9,7,17,7,1000,5,10,18,1100,North,1000,186,W,W,E,E,E,W,W,E,E,E,W,W,E,W,W,W,W,E,E,E,W,W,E,E,E,9999,North,185
1,6,1,1,4,7,9,7,17,7,1000,4,9,17,1110,North,1000,185,W,W,E,E,E,W,W,E,W,W,W,W,E,E,E,W,W,E,E,E,W,W,W,W,W,9999,North,184
1,7,1,1,4,7,9,7,17,7,1000,3,8,16,110,North,1000,184,W,W,E,W,W,W,W,E,E,E,W,W,E,E,E,W,W,W,W,W,W,W,W,W,W,9999,East,183
2,7,1,1,4,7,9,7,17,7,1000,2,7,15,111,East,1000,183,W,E,W,W,W,W,E,E,E,E,W,E,E,E,G,W,W,W,W,W,W,W,W,W,W,9999,East,182
3,7,1,1,4,7,9,7,17,7,1000,1,6,14,111,East,1000,182,E,W,W,W,W,E,E,E,E,E,E,E,E,G,E,W,W,W,W,W,W,W,W,W,W,9999,East,381
4,7,1,1,3,1,9,7,17,7,1000,1000,5,13,111,East,1100,381,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,9999,East,380
